step,energy,beta,lambda,delta
0,11753.8,0.00320077,1,3.14
1,9686.79,0.00439236,0.98311,3.14
2,6720.78,0.00146102,0.985481,3.14
3,7767.29,0.00229985,0.993664,3.14
4,8162.16,0.00205288,1.00455,3.14
5,11791.5,0.00218411,1.01598,3.14
6,7711.2,0.00557744,1.02853,3.14
7,6643.37,0.00170225,1.0415,3.14
8,9008.52,0.00300936,1.05537,3.14
9,6013.32,0.00173907,1.07041,3.14
10,6472.11,0.00163061,1.08569,3.14
11,5962.93,0.0027465,1.10154,3.14
12,8795.66,0.00216798,1.11761,3.14
13,5645.58,0.00216942,1.13437,3.14
14,10097,0.00243733,1.15144,3.14
15,6410.52,0.0019418,1.16895,3.14
16,2590.66,0.00114571,1.18698,3.14
17,12424.3,0.00271077,1.20482,3.14
18,9550.1,0.00214109,1.22341,3.14
19,3910.27,0.0017179,1.24255,3.14
20,7140.64,0.00393539,1.26205,3.14
21,12130,0.00629461,1.28208,3.14
22,6744.44,0.00140485,1.30244,3.14
23,11868.3,0.00617323,1.32352,3.14
24,5897.35,0.00129918,1.34417,3.14
25,11674.5,0.00265313,1.3654,3.14
26,3556.13,0.00211754,1.38732,3.14
27,9372.19,0.00557339,1.40942,3.14
28,4126.67,0.00165856,1.43222,3.14
29,9865.15,0.001963,1.45521,3.14
30,5989.81,0.00189703,1.47888,3.14
31,8019.22,0.00462928,1.50268,3.14
32,4778.49,0.00165917,1.52694,3.14
33,6311.69,0.00212073,1.5516,3.14
34,4822.02,0.00163104,1.57674,3.14
35,7065.43,0.00235772,1.6023,3.14
36,6309.62,0.00185501,1.62833,3.14
37,9085.27,0.00283571,1.65513,3.14
38,7481.12,0.00302144,1.68227,3.14
39,9308.13,0.00246179,1.70972,3.14
40,10012.7,0.0023562,1.73758,3.14
41,10574.4,0.00297314,1.76608,3.14
42,8137.65,0.00409973,1.7952,3.14
43,5067.42,0.00167711,1.82458,3.14
44,10870.8,0.00562632,1.8546,3.14
45,5798.37,0.00197715,1.88503,3.14
46,5852.19,0.00194602,1.91604,3.14
47,5804.72,0.00168505,1.94751,3.14
48,9710.42,0.00216117,1.97973,3.14
49,8838.54,0.00188256,2.01264,3.14
50,6046.49,0.00176449,2.04584,3.14
51,2633.23,0.00168543,2.07983,3.14
52,8782.72,0.0017613,2.11418,3.14
53,7427.75,0.00256348,2.14912,3.14
