step,energy,beta,lambda,delta
0,274.739,0.00208064,1,3.14
1,4940.41,0.00282117,0.76754,3.14
2,3558.16,0.00191076,0.658796,3.14
3,4424.72,0.00331773,0.688567,3.14
4,3247.18,0.0019077,0.814255,3.14
5,1520.38,0.00276825,0.989843,3.14
6,157.689,0.00178754,1.2685,3.14
7,2271.79,0.00152719,1.54598,3.14
8,1466.71,0.0017182,1.97016,3.14
9,150.778,0.00177607,2.53789,3.14
10,1222.98,0.00647146,3.20946,3.14
11,997.237,0.00240486,4.07745,3.14
12,209.749,0.00268536,5.22928,3.14
13,174.989,0.00160281,6.70158,3.14
14,317.819,0.00183267,8.57205,3.14
15,66.4375,0.00301109,11.0085,3.14
16,102.924,0.00451685,14.1401,3.14
17,6.8418,0.00405028,18.2331,3.14
18,9.63477,0.00423493,23.5648,3.14
19,39.3193,0.00882694,30.3365,3.14
20,23.624,0.00520726,39.2042,3.14
21,17.6116,0.00636447,50.7119,3.14
22,111.086,0.0123054,65.6592,3.14
23,11.0906,0.0167745,84.8518,3.14
24,3.22412,0.0270802,109.65,3.14
25,7.11499,0.023183,141.641,3.14
26,11.3481,0.0770542,182.976,3.14
27,4.40161,0.101463,236.758,3.14
28,0.304443,0.0593531,306.365,3.14
29,0.262207,0.0780526,396.433,3.14
30,0.348633,0.0740512,512.955,3.14
31,1.12939,0.055701,663.792,3.14
32,1.85889,0.0900422,859.009,3.14
33,0.315674,0.32882,1112.3,3.14
34,0.334961,0.401542,1440.51,3.14
35,0.266113,0.24729,1865.52,3.14
36,0.206543,2.0301,2416.24,3.14
37,0.179932,0.866961,3130.12,3.14
38,0.197266,1.14888,4055.01,3.14
39,0.0361328,2.66812,5253.85,3.14
40,0.0458984,2.67978,6807.94,3.14
41,0.0124512,16.4845,8822.41,3.14
42,0.00537109,10.4232,11433.8,3.14
