step,energy,beta,lambda,delta
0,11811.6,0.00234076,1,3.14
1,8046.4,0.00185074,0.98311,3.14
2,10156.2,0.00449189,0.990793,3.14
3,11156.2,0.0016845,0.997158,3.14
4,5139.84,0.00183306,1.0078,3.14
5,9952.03,0.00196376,1.01931,3.14
6,8689.77,0.00236371,1.03226,3.14
7,5772.1,0.00184718,1.04604,3.14
8,6382.54,0.0032051,1.05997,3.14
9,8051.69,0.00229011,1.07481,3.14
10,9914.12,0.00243375,1.09014,3.14
11,11229.4,0.0026604,1.10538,3.14
12,12449.3,0.00266395,1.12152,3.14
13,7472.99,0.00257067,1.13816,3.14
14,7752.94,0.00189249,1.15529,3.14
15,10135.3,0.00311768,1.17283,3.14
16,10963.8,0.0124775,1.19057,3.14
17,3260.5,0.00194887,1.20886,3.14
18,7687.67,0.00253281,1.22772,3.14
19,7110.24,0.00311183,1.24693,3.14
20,6944.36,0.0016326,1.26603,3.14
21,8654.23,0.00279537,1.28631,3.14
22,4827.6,0.00143555,1.30655,3.14
23,8414.21,0.00204477,1.32739,3.14
24,10633.2,0.00254365,1.34831,3.14
25,9028.7,0.00688892,1.36994,3.14
26,13557.1,0.00397084,1.39184,3.14
27,6896.81,0.0013523,1.41403,3.14
28,5206.51,0.00135431,1.43691,3.14
29,8395.53,0.00197764,1.46011,3.14
30,4846.91,0.00183779,1.48361,3.14
31,9173.18,0.00188046,1.50758,3.14
32,6052.22,0.00154602,1.5321,3.14
33,11133.3,0.00327036,1.55703,3.14
34,9775.31,0.0028957,1.58233,3.14
35,11515.9,0.00327154,1.60794,3.14
36,4128.79,0.00198698,1.634,3.14
37,5055.72,0.0021675,1.66049,3.14
38,13046.3,0.00243639,1.68742,3.14
39,7013.81,0.00328234,1.71496,3.14
40,6820.77,0.00206564,1.74319,3.14
41,5278.92,0.00191908,1.77167,3.14
42,6591.79,0.00192202,1.80071,3.14
43,9096.01,0.00366069,1.82998,3.14
44,5136.85,0.00196603,1.86005,3.14
