step,energy,beta,lambda,delta
0,4217.38,0.00659304,1,3.14
1,2263.59,0.00231313,0.76754,3.14
2,2856.11,0.0021814,0.670497,3.14
3,4918.04,0.00246911,0.623927,3.14
4,4965.82,0.00249102,0.622682,3.14
5,4339.74,0.00204637,0.686215,3.14
6,5064.48,0.00294961,0.746181,3.14
7,4173.7,0.00260717,0.825225,3.14
8,3265.52,0.00152981,0.932294,3.14
9,1689.46,0.0108625,1.06812,3.14
10,112.711,0.00421385,1.24678,3.14
11,85.6372,0.00140857,1.46712,3.14
12,5197.76,0.00299321,1.75265,3.14
13,2866.62,0.00133656,2.09323,3.14
14,2194.62,0.00256186,2.49778,3.14
15,357.839,0.00293096,3.00456,3.14
16,791.035,0.0037892,3.60939,3.14
17,480.281,0.0021413,4.37078,3.14
18,777.177,0.00255237,5.28987,3.14
19,41.1299,0.00186163,6.43907,3.14
20,191.502,0.00202949,7.84716,3.14
21,199.794,0.00214533,9.60407,3.14
22,69.9355,0.00518146,11.749,3.14
23,64.9556,0.00264766,14.4266,3.14
24,12.1523,0.0034148,17.7298,3.14
25,41.22,0.00306123,21.8358,3.14
26,10.3923,0.00373777,26.9185,3.14
27,47.9441,0.00531876,33.2003,3.14
28,5.7356,0.00859206,41.008,3.14
29,30.168,0.00666267,50.6975,3.14
30,5.43945,0.00909717,62.7711,3.14
31,8.5752,0.015181,77.8065,3.14
32,11.7246,0.0186041,96.5989,3.14
33,4.69385,0.0231994,119.989,3.14
34,1.64087,0.0289325,149.206,3.14
35,10.9746,0.050907,185.633,3.14
36,3.94629,0.0413671,231.25,3.14
37,3.42847,0.0440241,288.3,3.14
38,2.92529,0.0755495,359.807,3.14
39,0.703125,0.0635045,449.332,3.14
40,1.84229,0.0919879,561.448,3.14
41,0.407471,0.0664889,702.18,3.14
42,0.213867,0.120094,878.742,3.14
43,0.0603027,0.495388,1100.41,3.14
44,0.556152,0.327376,1378.82,3.14
45,0.213135,0.318608,1728.84,3.14
46,0.0627441,0.440426,2169.15,3.14
47,0.127441,0.815004,2723.25,3.14
48,0.0185547,1.0651,3420.74,3.14
49,0.0168457,0.919342,4299.24,3.14
50,0.131348,0.754493,5406.17,3.14
51,0.050293,4.92404,6801.86,3.14
52,0.0334473,30.1166,8562.29,3.14
53,0.0319824,5.57061,10783.8,3.14
54,0.0195312,14.6993,13588.3,3.14
55,0.00927734,31.7556,17130.5,3.14
