step,energy,beta,lambda,delta
0,12460.6,0.00346066,1,3.14
1,7544.31,0.00170401,0.98311,3.14
2,7817.79,0.00152192,0.986578,3.14
3,10177.4,0.00273281,0.993862,3.14
4,8937.9,0.00179276,1.00409,3.14
5,11690.5,0.00360501,1.01519,3.14
6,9962.78,0.00424417,1.02724,3.14
7,6393.89,0.00153237,1.0406,3.14
8,6641.98,0.00160873,1.05484,3.14
9,8410.76,0.00257258,1.06997,3.14
10,6506.89,0.00155095,1.08536,3.14
11,10482,0.00231778,1.10139,3.14
12,10602.8,0.00211625,1.11718,3.14
13,9867.2,0.00380968,1.13374,3.14
14,9952.44,0.00254096,1.15055,3.14
15,11755.9,0.00250482,1.1681,3.14
16,7669.08,0.00286147,1.18566,3.14
17,10444.4,0.00219107,1.20416,3.14
18,10595.1,0.00305558,1.22266,3.14
19,4149.92,0.00291769,1.24184,3.14
20,5278,0.00206865,1.26127,3.14
21,7527.65,0.00202704,1.28134,3.14
22,7557.55,0.00212382,1.30176,3.14
23,9053.35,0.00232911,1.3225,3.14
24,6132.17,0.00228926,1.34351,3.14
25,12716.4,0.00220455,1.36496,3.14
26,10473.6,0.00204728,1.38675,3.14
27,9497.98,0.00314697,1.40899,3.14
28,5287.79,0.00127026,1.43164,3.14
29,6072.21,0.00233585,1.45451,3.14
30,10553.4,0.00576981,1.47806,3.14
31,7526.73,0.00169336,1.50185,3.14
32,11501.4,0.00322688,1.52623,3.14
33,10430.6,0.00185888,1.55094,3.14
34,7553.25,0.00219656,1.57611,3.14
35,6059.74,0.00182182,1.60173,3.14
36,8010.53,0.00313609,1.62779,3.14
37,10291.8,0.0019296,1.65421,3.14
38,7070.05,0.00153238,1.68099,3.14
39,7961.94,0.00794789,1.70856,3.14
40,5861.36,0.00266402,1.7366,3.14
41,12747.1,0.00560071,1.76509,3.14
42,5769.01,0.00183515,1.79399,3.14
43,10235.8,0.00548938,1.8232,3.14
44,7237.21,0.00355448,1.85302,3.14
45,5950.83,0.00204717,1.88334,3.14
46,4946.44,0.00196262,1.91439,3.14
47,5324.24,0.00226818,1.94601,3.14
48,8379.17,0.00175887,1.97808,3.14
49,6667.49,0.00247956,2.01064,3.14
50,7735.07,0.0019368,2.04401,3.14
51,9926.69,0.00435701,2.07792,3.14
52,12157.5,0.00361885,2.11231,3.14
53,6086.32,0.00212462,2.14723,3.14
54,10474.4,0.0022382,2.18254,3.14
55,9264.29,0.00358196,2.21873,3.14
56,6772.89,0.00169851,2.25549,3.14
57,4195.49,0.00197759,2.29284,3.14
58,6049.4,0.00613084,2.33092,3.14
59,9792.6,0.00349795,2.36966,3.14
60,8785.88,0.00182945,2.4091,3.14
61,4688.38,0.00154678,2.44918,3.14
62,9539.13,0.00241181,2.48979,3.14
63,6355.94,0.00212923,2.53113,3.14
64,4423.87,0.00145642,2.57335,3.14
65,6290.02,0.00179225,2.61612,3.14
66,10894.5,0.00198469,2.65963,3.14
67,6455.35,0.00162265,2.70396,3.14
68,5413.42,0.00222828,2.74896,3.14
69,4869.31,0.00164767,2.79475,3.14
70,4589.68,0.00143905,2.84141,3.14
71,4950.18,0.00122544,2.88886,3.14
72,7099.65,0.00297489,2.93714,3.14
73,13880.4,0.00423207,2.98616,3.14
74,5189.59,0.00164403,3.03578,3.14
75,8986.34,0.00183296,3.08632,3.14
76,9983.69,0.00386526,3.13784,3.14
77,6229.97,0.00240925,3.1903,3.14
78,10183.4,0.0029322,3.2436,3.14
79,8032,0.00272618,3.29779,3.14
80,12038.3,0.00188875,3.35292,3.14
81,8975.67,0.00296303,3.40907,3.14
82,13294.9,0.00224895,3.46623,3.14
83,6396.14,0.00155996,3.52422,3.14
84,9389.31,0.00174434,3.58308,3.14
85,10174.2,0.00232859,3.64308,3.14
86,3612.27,0.00250584,3.70413,3.14
87,9806.46,0.00193752,3.76607,3.14
88,6583.83,0.00393182,3.82911,3.14
89,12232.5,0.00253011,3.89312,3.14
90,5597.19,0.0015605,3.95819,3.14
91,6301.93,0.00158295,4.0246,3.14
92,7679.1,0.00315263,4.09206,3.14
93,12719.6,0.00221392,4.16046,3.14
94,8814.27,0.00137849,4.22988,3.14
95,9660.36,0.00236437,4.3006,3.14
96,10539.8,0.00213062,4.37248,3.14
97,8657.61,0.00293704,4.44571,3.14
98,11886.4,0.00212721,4.52019,3.14
99,6597.02,0.00131217,4.59591,3.14
100,13174.1,0.00170581,4.67291,3.14
101,7738.81,0.00189735,4.7514,3.14
102,10861.9,0.00149413,4.83127,3.14
103,14402.3,0.00287422,4.91226,3.14
104,8712.67,0.00149973,4.99446,3.14
105,11578.2,0.00206058,5.07804,3.14
106,6791.34,0.00243773,5.163,3.14
107,7368.62,0.00251592,5.24934,3.14
108,12086.5,0.00184461,5.33723,3.14
109,9827.48,0.00179698,5.42654,3.14
110,7573.77,0.00242511,5.5172,3.14
111,7388.75,0.0020045,5.60965,3.14
112,10877.5,0.00267856,5.70375,3.14
113,13998.4,0.00303271,5.79953,3.14
114,8990.5,0.00241035,5.89713,3.14
115,11337.4,0.00178284,5.9963,3.14
116,8919.46,0.0017108,6.09707,3.14
117,10277.7,0.00291914,6.19952,3.14
118,8099.84,0.00130094,6.30352,3.14
119,9975.99,0.00150989,6.40943,3.14
120,6537.92,0.00356252,6.51721,3.14
121,10121.2,0.0020489,6.62665,3.14
122,8230.08,0.00166407,6.73809,3.14
123,8220.79,0.00217187,6.85137,3.14
124,6964.54,0.00379573,6.96673,3.14
125,10305.8,0.00315869,7.08392,3.14
126,10465.4,0.00383637,7.20291,3.14
127,11197,0.00255817,7.32416,3.14
128,9732.73,0.00170669,7.44763,3.14
129,8879.42,0.00162665,7.57309,3.14
130,11263.1,0.00281412,7.70074,3.14
131,7712.33,0.00360621,7.83028,3.14
132,7502.98,0.00322177,7.9622,3.14
133,4686.68,0.00187624,8.09645,3.14
134,5856.47,0.00249586,8.2329,3.14
135,4249.76,0.00167,8.37173,3.14
136,1583.73,0.00261098,8.5129,3.14
137,5164.97,0.00197464,8.6562,3.14
138,9522.79,0.00533808,8.80176,3.14
139,4929.56,0.00222728,8.94987,3.14
140,8392.56,0.00167488,9.10045,3.14
141,4099.54,0.00132702,9.25363,3.14
142,4084.9,0.00226133,9.40945,3.14
143,3997.32,0.00246886,9.56777,3.14
144,2967.64,0.00102586,9.72911,3.14
145,3187.23,0.00170176,9.89305,3.14
146,4210.57,0.00250882,10.0601,3.14
147,7493.84,0.00221069,10.23,3.14
148,4036,0.00143607,10.4027,3.14
149,7174.99,0.00535004,10.5783,3.14
150,7569.47,0.00338877,10.757,3.14
151,5594.23,0.00324997,10.9385,3.14
152,2493.78,0.0031215,11.1234,3.14
153,1383.31,0.00141625,11.3114,3.14
154,5861.99,0.00359031,11.5021,3.14
155,6052.6,0.00280746,11.696,3.14
156,7245.93,0.00241334,11.8933,3.14
157,2932.99,0.00232014,12.0942,3.14
158,4400.12,0.00238476,12.2984,3.14
159,3769.76,0.00212004,12.5063,3.14
160,3171.57,0.00418556,12.7176,3.14
161,2323.43,0.00172091,12.9326,3.14
162,4239,0.00260167,13.1511,3.14
163,5165.38,0.0020469,13.3733,3.14
164,2574.42,0.00143569,13.5994,3.14
165,6191.92,0.00528618,13.8293,3.14
166,527.565,0.00269842,14.0634,3.14
167,2267.29,0.00147163,14.3015,3.14
168,689.417,0.00125662,14.5437,3.14
169,525.966,0.00123113,14.79,3.14
170,907.948,0.00139941,15.0406,3.14
171,1120.93,0.00425335,15.2954,3.14
172,1622.57,0.0027718,15.5543,3.14
173,619.57,0.00151908,15.8178,3.14
174,372.515,0.001651,16.0859,3.14
175,1544.8,0.00180889,16.3584,3.14
176,1885.67,0.00154645,16.6355,3.14
177,2071.83,0.00148975,16.9176,3.14
178,2621.92,0.00140857,17.2041,3.14
179,2803.21,0.00239063,17.4957,3.14
180,3522.55,0.00406613,17.7922,3.14
181,2666.93,0.00208075,18.0935,3.14
182,2883.09,0.00291534,18.3999,3.14
183,805.227,0.00179797,18.712,3.14
184,807.371,0.00215546,19.0295,3.14
185,1945,0.00140937,19.3521,3.14
186,902.019,0.00157606,19.6804,3.14
187,312.599,0.00148257,20.0144,3.14
188,363.168,0.00147367,20.3542,3.14
189,256.909,0.00114073,20.6998,3.14
190,1331.66,0.00302369,21.0513,3.14
191,617.195,0.0018476,21.4087,3.14
192,857.871,0.00296012,21.7721,3.14
193,355.085,0.00666401,22.1417,3.14
194,495.468,0.00199527,22.5178,3.14
195,769.216,0.00294924,22.9003,3.14
196,358.573,0.0014992,23.2893,3.14
197,614.855,0.00267286,23.6849,3.14
198,565.976,0.00223936,24.0874,3.14
199,333.158,0.00156619,24.4968,3.14
200,239.667,0.00129508,24.913,3.14
201,438.317,0.00265888,25.3364,3.14
202,580.114,0.00224837,25.7669,3.14
203,196.175,0.00149136,26.2049,3.14
204,551.45,0.00245816,26.6504,3.14
205,511.664,0.0031397,27.1035,3.14
206,188.641,0.00193234,27.5644,3.14
207,309.163,0.00167673,28.0331,3.14
208,375.089,0.00154047,28.5097,3.14
209,349.707,0.0021981,28.9947,3.14
210,372.575,0.00191934,29.4879,3.14
211,380.329,0.0019755,29.9894,3.14
212,296.047,0.00157819,30.4995,3.14
213,510.604,0.00273199,31.0182,3.14
214,362.117,0.00317883,31.5458,3.14
215,238.689,0.00163169,32.0826,3.14
216,224.54,0.00170131,32.6285,3.14
217,331.959,0.00229854,33.1837,3.14
218,434.524,0.00264175,33.7484,3.14
219,355.665,0.00526357,34.3229,3.14
220,198.835,0.00195688,34.9073,3.14
221,230.567,0.00432212,35.5017,3.14
222,204.25,0.00277839,36.1062,3.14
223,237.29,0.00237249,36.721,3.14
224,258.129,0.00237406,37.3463,3.14
225,314.422,0.00230882,37.9822,3.14
226,171.014,0.00184567,38.6291,3.14
227,186.079,0.00163992,39.2871,3.14
228,296.689,0.00250297,39.9563,3.14
229,253.688,0.00212729,40.637,3.14
230,394.963,0.00489605,41.3291,3.14
231,480.209,0.00427586,42.0329,3.14
232,425.021,0.00386115,42.749,3.14
233,244.448,0.00335484,43.4775,3.14
234,121.294,0.00210496,44.2183,3.14
235,166.79,0.00240517,44.9719,3.14
236,156.584,0.00203383,45.7384,3.14
237,160.119,0.00217534,46.5179,3.14
238,347.144,0.00328671,47.3109,3.14
239,299.535,0.00459605,48.1173,3.14
240,497.709,0.00289649,48.9377,3.14
241,362.191,0.00428856,49.7719,3.14
242,245.11,0.00320835,50.6204,3.14
243,135.691,0.00229841,51.4836,3.14
244,302.485,0.00276233,52.3615,3.14
245,164.229,0.0049211,53.2544,3.14
246,112.738,0.00350705,54.1627,3.14
247,147.016,0.00269774,55.0865,3.14
248,249.401,0.00346208,56.0259,3.14
249,146.418,0.00310908,56.9815,3.14
250,222.553,0.00343483,57.9536,3.14
251,204.738,0.00616601,58.9421,3.14
252,283.256,0.00857273,59.9478,3.14
253,402.02,0.0039093,60.9704,3.14
254,97.1953,0.00233194,62.0108,3.14
255,306.658,0.00490296,63.0688,3.14
256,159.646,0.00396451,64.145,3.14
257,267.077,0.00905012,65.2394,3.14
258,260.766,0.00536793,66.3524,3.14
259,114.403,0.00301419,67.485,3.14
260,108.207,0.00282682,68.6368,3.14
261,140.458,0.00350039,69.8084,3.14
262,158.563,0.00327507,70.9998,3.14
263,79.7539,0.00310033,72.2118,3.14
264,190.899,0.00569909,73.4445,3.14
265,83.2705,0.00402354,74.6984,3.14
