step,energy,beta,lambda,delta
0,1473.12,0.00210797,1,3.14
1,3905.23,0.00290066,0.76754,3.14
2,4971.82,0.00420135,0.677521,3.14
3,4146.67,0.00199036,0.676249,3.14
4,2875.46,0.00498479,0.702342,3.14
5,4507.03,0.00225676,0.813915,3.14
6,1262.72,0.00315771,0.90426,3.14
7,5484.11,0.00295249,1.09108,3.14
8,2845.07,0.00222144,1.27643,3.14
9,443.624,0.00134729,1.48219,3.14
10,737.966,0.00145968,1.72933,3.14
11,1528.05,0.00200552,2.04069,3.14
12,58.843,0.0023889,2.40684,3.14
13,863.667,0.00159502,2.85664,3.14
14,294.731,0.00276213,3.38763,3.14
15,313.075,0.00134396,4.03409,3.14
16,2479.49,0.00343515,4.79836,3.14
17,1328.64,0.0015154,5.7547,3.14
18,732.593,0.00288713,6.93861,3.14
19,138.825,0.00188959,8.3943,3.14
20,38.5332,0.00207587,10.1795,3.14
21,55.9839,0.00205988,12.3589,3.14
22,69.8457,0.00340352,15.0464,3.14
23,127.681,0.00280787,18.3254,3.14
24,9.04517,0.00466309,22.4017,3.14
25,19.6482,0.00349832,27.4293,3.14
26,13.8486,0.006137,33.6158,3.14
27,14.9348,0.00709608,41.252,3.14
28,68.0452,0.0116332,50.7179,3.14
29,12.4832,0.0105939,62.4242,3.14
30,13.1772,0.00928466,76.9389,3.14
31,0.9646,0.017983,94.9513,3.14
32,2.3418,0.0356629,117.352,3.14
33,6.22681,0.0316185,145.103,3.14
34,6.37891,0.0236515,179.702,3.14
35,4.04053,0.030694,222.709,3.14
36,1.146,0.0300278,276.261,3.14
37,0.883057,0.0777263,343.015,3.14
38,0.69458,0.197998,426.3,3.14
39,1.10059,0.0945614,530.223,3.14
40,1.85767,0.090731,660.127,3.14
41,0.623291,0.243957,822.534,3.14
42,0.22998,0.211724,1025.66,3.14
43,0.0629883,0.286238,1279.8,3.14
44,0.154785,0.243971,1598.06,3.14
45,0.349365,0.291571,1996.86,3.14
46,0.456787,0.30904,2496.72,3.14
47,0.267578,0.80354,3123.76,3.14
48,0.61377,1.03677,3910.76,3.14
49,0.493164,1.29409,4898.96,3.14
50,0.246826,3.06415,6140.6,3.14
51,0.0322266,4.63213,7701.56,3.14
52,0.00854492,4.51951,9664.85,3.14
