step,energy,beta,lambda,delta
0,7679.27,0.00283731,1,3.14
1,4597.25,0.00206384,0.98311,3.14
2,10239.5,0.00375594,0.988594,3.14
3,5568.12,0.00257939,0.994951,3.14
4,11748.6,0.00570768,1.00514,3.14
5,6932.74,0.00290779,1.01652,3.14
6,6793.27,0.00197796,1.02887,3.14
7,6868.22,0.00167931,1.04211,3.14
8,7872.01,0.00182138,1.05649,3.14
9,8556.23,0.00232401,1.07061,3.14
10,10940.2,0.00258432,1.08561,3.14
11,4492.35,0.00225165,1.1013,3.14
12,12952.5,0.00592422,1.11764,3.14
13,8976.7,0.00277994,1.134,3.14
14,8362.07,0.00177195,1.15126,3.14
15,12875.7,0.00370143,1.16865,3.14
16,11776.6,0.00241879,1.18638,3.14
17,7762.31,0.00225884,1.20442,3.14
18,5748.96,0.0013588,1.22273,3.14
19,9263.56,0.00203854,1.24184,3.14
20,4743.29,0.00148523,1.26156,3.14
21,3571.07,0.00114314,1.28113,3.14
22,6399.98,0.00149936,1.30141,3.14
23,10461.4,0.002529,1.32188,3.14
24,7577.07,0.00298657,1.34265,3.14
25,8870.98,0.00225209,1.36416,3.14
26,9798.41,0.00227704,1.38578,3.14
27,7280.76,0.00254586,1.40792,3.14
28,10059,0.00172785,1.4304,3.14
29,7776.93,0.00283993,1.45351,3.14
30,5354.29,0.00167134,1.47703,3.14
31,9176.6,0.00225101,1.50089,3.14
32,6700.33,0.00172838,1.52496,3.14
33,6115.26,0.00163823,1.54974,3.14
34,5448.98,0.00162724,1.575,3.14
35,7615.28,0.00313818,1.60064,3.14
36,8003.86,0.00272901,1.6268,3.14
37,9873.25,0.00304211,1.65322,3.14
38,10849,0.00210243,1.68021,3.14
39,9721.73,0.00270546,1.70775,3.14
40,11504.7,0.00223452,1.73552,3.14
41,7368.02,0.00214192,1.76381,3.14
42,9880.9,0.00334085,1.79272,3.14
43,4889.83,0.00214386,1.82225,3.14
44,3806.51,0.00131991,1.85201,3.14
45,5449.83,0.0014422,1.88266,3.14
46,8170.92,0.00166565,1.91374,3.14
47,4683.63,0.00156666,1.94541,3.14
48,9418.53,0.00297274,1.97741,3.14
49,9583.11,0.00238802,2.01007,3.14
50,6473.85,0.00204057,2.04328,3.14
51,3689.01,0.00142851,2.07705,3.14
52,8516.04,0.00228222,2.11143,3.14
53,10828.4,0.00205922,2.14615,3.14
54,4327.17,0.00138582,2.18175,3.14
