step,energy,beta,lambda,delta
0,3.75035,22.0814,1,0.5
1,3.9258,23.4288,1,0.5
2,3.71243,16.0121,1,0.5
3,3.68713,11.849,1,0.5
4,3.63042,26.4962,1,0.5
5,3.74711,37.1489,1,0.5
6,3.35732,6.51239,1,0.5
7,3.40656,31.3098,1,0.5
8,3.71962,21.7341,1,0.5
9,3.82023,15.7419,1.46052,0.5
10,3.80145,25.3008,1.46052,0.5
11,3.79824,30.5961,1.46052,0.5
12,3.47002,13.2615,1.46052,0.5
13,3.55636,22.0052,1.46052,0.5
14,3.41361,23.4608,1.46052,0.5
15,3.4212,11.93,1.46052,0.5
16,3.26732,107.775,1.46052,0.5
17,2.78553,15.6147,1.46052,0.5
18,2.64733,6.33397,1.46052,0.5
19,2.60234,14.2276,1.46052,0.5
20,1.56389,3.55688,1.46052,0.5
21,1.83542,11.7729,1.46052,0.5
22,1.52286,32.825,1.46052,0.5
23,1.49504,14.3701,1.46052,0.5
24,1.90234,13.9524,1.46052,0.5
25,1.79802,6.83569,1.46052,0.5
26,1.88641,8.34632,2.13311,0.5
27,1.79129,246.462,2.13311,0.5
28,1.36181,3.91703,2.13311,0.5
29,1.70739,11.553,2.13311,0.5
30,1.4419,36.0457,2.13311,0.5
31,1.21543,5.9513,2.13311,0.5
32,1.6856,10.5436,2.13311,0.5
33,1.55339,6.14924,2.13311,0.5
34,1.32978,6.12167,2.13311,0.5
35,1.25003,9.75791,2.13311,0.5
36,1.00984,3.77831,2.13311,0.5
37,1.41116,26.2528,2.13311,0.5
38,0.876053,6.81516,2.13311,0.5
39,0.850569,38.5518,2.13311,0.5
40,1.15113,13.0895,2.13311,0.5
41,1.19469,6.23117,3.11544,0.5
42,1.40722,49.3462,3.11544,0.5
43,1.10876,5.36372,3.11544,0.5
44,1.45487,17.7043,3.11544,0.5
45,1.66098,12.074,3.11544,0.5
46,1.3039,3.32455,3.11544,0.5
47,1.30765,9.92351,3.11544,0.5
48,1.24689,5.6486,3.11544,0.5
49,1.42656,8.00267,4.55016,0.5
50,1.0675,23.2876,4.55016,0.5
51,1.14099,46.89,4.55016,0.5
52,1.36579,65.2498,4.55016,0.5
53,1.3227,9.89137,4.55016,0.5
54,1.45211,28.5268,4.55016,0.5
55,1.33339,6.52871,4.55016,0.5
56,1.37937,13.2084,4.55016,0.5
57,1.48213,13.2634,6.64558,0.5
58,1.19698,5.37697,6.64558,0.5
59,1.04866,13.2526,6.64558,0.5
60,0.853678,27.0024,6.64558,0.5
61,0.668533,7.8476,6.64558,0.5
62,0.697996,17.3752,6.64558,0.5
63,0.726902,77.5768,6.64558,0.5
64,0.544331,7.54745,6.64558,0.5
65,0.471588,13.5333,6.64558,0.5
66,0.68256,19.8924,6.64558,0.5
67,0.907818,59.7829,6.64558,0.5
68,0.722439,5.11522,6.64558,0.5
69,0.633371,22.8768,6.64558,0.5
70,0.783421,19.3607,9.70599,0.5
71,0.268969,3.53551,9.70599,0.5
72,0.686111,19.9697,9.70599,0.5
73,1.0593,23.441,9.70599,0.5
74,0.850872,263.149,9.70599,0.5
75,0.730715,14.412,9.70599,0.5
76,0.738935,17.1711,9.70599,0.5
77,0.751066,88.5405,9.70599,0.5
78,0.869717,10.9038,14.1758,0.5
79,0.680449,11.429,14.1758,0.5
80,0.540569,15.8693,14.1758,0.5
81,0.475719,8.17137,14.1758,0.5
82,0.320059,13.9134,14.1758,0.5
83,0.403084,203.215,14.1758,0.5
84,0.331799,59.4413,14.1758,0.5
85,0.416008,76.955,14.1758,0.5
86,0.688776,149.582,14.1758,0.5
87,0.653343,20.1126,14.1758,0.5
88,0.579905,56.043,14.1758,0.5
89,0.520056,177.057,14.1758,0.5
90,0.483442,12.1152,14.1758,0.5
91,0.482656,40.5669,14.1758,0.5
92,0.623598,249.508,14.1758,0.5
93,0.649511,24.2176,20.7039,0.5
94,0.693035,14.5482,20.7039,0.5
95,0.549572,24.6219,20.7039,0.5
96,0.550272,26.1391,20.7039,0.5
97,0.536636,17.0898,20.7039,0.5
98,0.584429,15.7839,20.7039,0.5
99,0.578382,46.7907,20.7039,0.5
100,0.368349,365.786,20.7039,0.5
101,0.21212,15.2938,20.7039,0.5
102,0.236071,49.4127,20.7039,0.5
103,0.162941,23.2819,20.7039,0.5
104,0.263659,54.2933,30.2385,0.5
105,0.17407,44.1511,30.2385,0.5
106,0.169256,29.0946,30.2385,0.5
107,0.219509,66.6863,30.2385,0.5
108,0.277802,57.8025,30.2385,0.5
109,0.268995,118.007,30.2385,0.5
110,0.343357,73.4597,30.2385,0.5
111,0.229034,11.5336,30.2385,0.5
112,0.252941,23.792,30.2385,0.5
