step,energy,beta,lambda,delta
0,3.1883,79.6725,1,0.3
1,3.12886,40.4293,1,0.3
2,3.08591,50.9122,1,0.3
3,3.08339,623.532,1,0.3
4,3.05212,26.4256,1,0.3
5,3.07801,127.241,1,0.3
6,2.9867,23.8781,1,0.3
7,2.85754,31.8577,1,0.3
8,2.88514,57.2945,1,0.3
9,2.92158,49.4048,1,0.3
10,2.97822,62.6518,1,0.3
11,2.76206,42.455,1,0.3
12,2.80922,25.3832,1.06908,0.3
13,2.80339,37.4914,1.06908,0.3
14,2.88185,349.096,1.06908,0.3
15,2.94039,27.1181,1.06908,0.3
16,2.96348,69.5581,1.06908,0.3
17,2.93275,34.4733,1.06908,0.3
18,2.96623,37.8375,1.06908,0.3
19,2.8861,23.3287,1.06908,0.3
20,2.91796,101.544,1.14293,0.3
21,2.94588,82.0756,1.14293,0.3
22,2.8758,32.9889,1.14293,0.3
23,2.88176,23.0807,1.14293,0.3
24,2.90844,19.8919,1.14293,0.3
25,2.88368,33.1899,1.14293,0.3
26,2.88967,60.3152,1.14293,0.3
27,2.90073,31.5951,1.22188,0.3
28,2.8601,19.7576,1.22188,0.3
29,2.93123,11356.5,1.22188,0.3
30,2.95463,137.544,1.22188,0.3
31,2.80839,40.0429,1.22188,0.3
32,2.87443,166.555,1.22188,0.3
33,2.86496,887.874,1.22188,0.3
34,2.88374,785.749,1.22188,0.3
35,2.89812,97.4526,1.30628,0.3
36,2.89603,223.155,1.30628,0.3
37,2.85206,34.2185,1.30628,0.3
38,2.82638,37.2196,1.30628,0.3
39,2.77857,30.9568,1.30628,0.3
40,2.77359,37.9716,1.30628,0.3
41,2.78153,57.0153,1.30628,0.3
42,2.64466,12.9801,1.30628,0.3
43,2.6779,20.1052,1.30628,0.3
44,2.76291,663.602,1.30628,0.3
45,2.88062,227.966,1.30628,0.3
46,2.93223,53.4718,1.39652,0.3
47,2.8557,22.0365,1.39652,0.3
48,2.86743,29.0493,1.39652,0.3
49,2.90573,48.6138,1.39652,0.3
50,2.91538,366.926,1.39652,0.3
51,2.85963,21.5749,1.39652,0.3
52,2.73602,24.4148,1.39652,0.3
53,2.70165,15.2868,1.39652,0.3
54,2.82646,48.7139,1.39652,0.3
55,2.8503,243.368,1.49298,0.3
56,2.82215,99.2586,1.49298,0.3
