step,energy,beta,lambda,delta
0,3.14744,18.8482,1,0.3
1,3.10321,34.4008,1,0.3
2,3.01987,207.248,1,0.3
3,3.02839,38.5234,1,0.3
4,2.99648,40.9418,1,0.3
5,3.06137,874.63,1,0.3
6,3.02485,100.671,1,0.3
7,3.02552,154.188,1,0.3
8,2.98595,62.8796,1,0.3
9,3.01415,28.4627,1,0.3
10,3.04957,143.281,1.06908,0.3
11,3.00754,36.5064,1.06908,0.3
12,2.82228,15.1923,1.06908,0.3
13,2.87705,40.1127,1.06908,0.3
14,2.83773,29.7085,1.06908,0.3
15,2.80637,36.5277,1.06908,0.3
16,2.90505,1667.01,1.06908,0.3
17,2.77921,15.8876,1.06908,0.3
18,2.72767,28.9389,1.06908,0.3
19,2.71704,32.0809,1.06908,0.3
20,2.80753,206.53,1.06908,0.3
21,2.90725,63.1568,1.06908,0.3
22,2.82144,23.9191,1.06908,0.3
23,2.74791,17.7878,1.06908,0.3
24,2.72148,19.0156,1.06908,0.3
25,2.82267,98.6964,1.14293,0.3
26,2.79636,28.8976,1.14293,0.3
27,2.8234,236.298,1.14293,0.3
28,2.85397,111.766,1.14293,0.3
29,2.87984,20.3218,1.14293,0.3
30,2.93438,165.574,1.14293,0.3
31,2.80137,16.3888,1.14293,0.3
32,2.84013,128.092,1.22188,0.3
33,2.85836,191.92,1.22188,0.3
34,2.78294,24.301,1.22188,0.3
35,2.81566,285.981,1.22188,0.3
36,2.80665,35.9671,1.22188,0.3
37,2.82538,100.898,1.22188,0.3
38,2.66015,49.0766,1.22188,0.3
39,2.63014,26.0393,1.22188,0.3
40,2.44735,12.3058,1.22188,0.3
41,2.42932,81.9398,1.22188,0.3
42,2.39879,15.5698,1.22188,0.3
43,2.37699,16.2363,1.22188,0.3
44,2.44353,46.8468,1.22188,0.3
45,2.49204,17.4929,1.30628,0.3
46,2.57312,29.5632,1.30628,0.3
47,2.5453,32.1094,1.30628,0.3
48,2.5684,199.07,1.30628,0.3
49,2.45173,35.9329,1.30628,0.3
50,2.43084,37.527,1.30628,0.3
51,2.31876,19.8919,1.30628,0.3
52,2.30093,29.0665,1.30628,0.3
53,2.15002,8.26895,1.30628,0.3
54,2.19722,18.2718,1.30628,0.3
55,2.29859,40.5255,1.30628,0.3
56,2.49553,29.7781,1.39652,0.3
57,2.47448,22.1332,1.39652,0.3
58,2.36921,19.6213,1.39652,0.3
59,2.3662,21.3362,1.39652,0.3
60,2.44839,73.8311,1.39652,0.3
61,2.49823,95.486,1.39652,0.3
62,2.3594,13.5284,1.39652,0.3
63,2.48091,26.9647,1.39652,0.3
64,2.30521,10.31,1.39652,0.3
65,2.3879,26.4478,1.39652,0.3
66,2.32742,13.448,1.39652,0.3
67,2.44548,144.546,1.49298,0.3
68,2.3991,15.7589,1.49298,0.3
69,2.34778,24.6089,1.49298,0.3
70,2.28822,16.6623,1.49298,0.3
71,2.31262,18.0358,1.49298,0.3
72,2.31581,31.2536,1.49298,0.3
73,2.20871,19.5024,1.49298,0.3
74,2.15482,21.1726,1.49298,0.3
75,2.31382,125.643,1.49298,0.3
76,2.347,17.8709,1.49298,0.3
77,2.39356,63.2667,1.59612,0.3
78,2.42959,31.1118,1.59612,0.3
79,2.3337,330.823,1.59612,0.3
80,2.38186,29.084,1.59612,0.3
81,2.23738,30.3406,1.59612,0.3
82,2.17399,23.3127,1.59612,0.3
83,2.29455,10383.1,1.59612,0.3
84,2.28871,19.6354,1.59612,0.3
85,2.39346,33.4579,1.59612,0.3
86,2.39912,68.9024,1.70637,0.3
87,2.31565,17.4043,1.70637,0.3
88,2.29343,42.6063,1.70637,0.3
89,2.2832,34.6604,1.70637,0.3
90,2.35147,26.1497,1.70637,0.3
91,2.23567,17.985,1.70637,0.3
92,2.1088,14.9309,1.70637,0.3
93,2.00387,11.2932,1.70637,0.3
94,2.061,168.569,1.70637,0.3
95,2.01439,12.9639,1.70637,0.3
96,2.05955,25.0645,1.70637,0.3
97,2.08708,19.7823,1.70637,0.3
98,2.20262,835.422,1.82424,0.3
99,2.10139,11.9486,1.82424,0.3
100,2.20685,86.4309,1.82424,0.3
101,2.15284,25.3387,1.82424,0.3
102,2.22538,94.4924,1.82424,0.3
103,2.13959,12.613,1.82424,0.3
104,2.06878,21.4709,1.82424,0.3
105,2.08886,194.696,1.82424,0.3
106,2.16792,40.5054,1.82424,0.3
107,2.16373,29.1221,1.82424,0.3
108,2.18056,17.6595,1.95026,0.3
109,2.18649,20.8862,1.95026,0.3
110,2.19164,31.2254,1.95026,0.3
111,2.28174,67.4495,1.95026,0.3
112,2.27356,76.1427,1.95026,0.3
113,2.29781,23.1294,1.95026,0.3
114,2.27064,25.073,1.95026,0.3
115,2.39611,69.9177,2.08498,0.3
116,2.28053,23.8479,2.08498,0.3
117,2.30909,43.9503,2.08498,0.3
118,2.26792,49.2667,2.08498,0.3
119,2.30847,61.7762,2.08498,0.3
120,2.21788,14.8812,2.08498,0.3
121,2.23445,37.7913,2.08498,0.3
122,2.21119,38.9203,2.08498,0.3
123,2.19657,19.0267,2.08498,0.3
124,2.28078,20.5635,2.08498,0.3
125,2.21516,14.3099,2.08498,0.3
126,2.1602,24.839,2.08498,0.3
127,2.06977,88.3681,2.08498,0.3
128,1.99165,12.4607,2.08498,0.3
129,2.08811,35.2195,2.229,0.3
130,1.99904,213.522,2.229,0.3
131,1.97845,314.367,2.229,0.3
132,1.99775,28.7901,2.229,0.3
133,1.94758,15.6982,2.229,0.3
134,2.07524,53.6577,2.229,0.3
135,2.00478,11.9023,2.229,0.3
136,2.0132,89.8779,2.229,0.3
137,2.09967,40.6768,2.229,0.3
138,1.90228,11.4268,2.229,0.3
139,1.96909,23.4811,2.38298,0.3
140,2.02785,78.2025,2.38298,0.3
141,1.91882,27.8659,2.38298,0.3
142,1.97285,20.576,2.38298,0.3
143,2.05321,254.874,2.38298,0.3
144,2.00135,24.1741,2.38298,0.3
145,1.90665,15.5192,2.38298,0.3
146,2.02945,157.064,2.38298,0.3
147,1.86237,9.1449,2.38298,0.3
148,1.88048,21.825,2.54759,0.3
149,1.98748,266.364,2.54759,0.3
150,1.99189,51.8139,2.54759,0.3
151,1.87255,12.5817,2.54759,0.3
152,1.85759,19.4554,2.54759,0.3
153,1.73398,14.2114,2.54759,0.3
154,1.84124,37.3852,2.54759,0.3
155,1.79877,91.217,2.54759,0.3
156,1.7779,15.0923,2.54759,0.3
157,1.74415,17.2934,2.54759,0.3
158,1.74093,40.1362,2.54759,0.3
159,1.9571,56.2558,2.54759,0.3
160,1.89559,43.8603,2.54759,0.3
161,2.02787,3412.29,2.72357,0.3
162,1.94157,16.1223,2.72357,0.3
163,1.994,27.3097,2.72357,0.3
164,2.08781,25.9885,2.72357,0.3
165,2.09723,289.861,2.72357,0.3
166,2.09933,2817.12,2.72357,0.3
167,1.85371,16.0366,2.72357,0.3
168,1.87282,20.4381,2.91171,0.3
169,1.83398,22.7681,2.91171,0.3
170,1.79342,20.9335,2.91171,0.3
171,1.72477,351.629,2.91171,0.3
172,1.73123,92.587,2.91171,0.3
173,1.60077,28.3263,2.91171,0.3
174,1.60991,15.027,2.91171,0.3
175,1.69751,30.6531,2.91171,0.3
176,1.67721,23.2261,2.91171,0.3
177,1.67234,17.5979,2.91171,0.3
178,1.63546,47.8585,2.91171,0.3
179,1.6161,42.7017,2.91171,0.3
180,1.6868,101.522,2.91171,0.3
181,1.70622,23.3797,3.11284,0.3
182,1.76384,19.3787,3.11284,0.3
183,1.71967,20.7772,3.11284,0.3
184,1.75866,63.8794,3.11284,0.3
185,1.63671,26.8258,3.11284,0.3
186,1.75769,3886.72,3.11284,0.3
187,1.8067,157.557,3.11284,0.3
188,1.81632,38.0975,3.32787,0.3
