step,energy,beta,lambda,delta
0,3.43026,2.86362,1,0.9
1,2.71996,12.6269,1,0.9
2,2.27472,21.8363,1,0.9
3,1.18779,4.85955,1,0.9
4,1.06807,2.73314,1,0.9
5,1.55805,3.98951,1,0.9
6,1.18346,2.91418,1,0.9
7,0.487953,1.83893,1,0.9
8,0.636221,4.11021,1,0.9
9,0.896799,4.12937,1,0.9
10,0.78644,3.02129,1,0.9
11,1.04352,2.54458,1,0.9
12,2.03191,57.3413,2.27921,0.9
13,1.26888,3.16297,2.27921,0.9
14,0.546848,2.66139,2.27921,0.9
15,0.130583,4.54573,2.27921,0.9
16,0.683205,5.48964,2.27921,0.9
17,0.442301,12.9091,2.27921,0.9
18,0.492487,4.18838,2.27921,0.9
19,1.21534,9.65036,2.27921,0.9
20,0.209791,2.81173,2.27921,0.9
21,0.317369,22.1875,2.27921,0.9
22,0.73398,4.98106,5.19482,0.9
23,0.588543,23.8752,5.19482,0.9
24,0.727867,46.8118,5.19482,0.9
25,0.384153,11.4929,5.19482,0.9
26,0.421904,7.32107,5.19482,0.9
27,0.649614,4.33994,5.19482,0.9
28,0.487665,42.3099,5.19482,0.9
29,0.624588,8.74289,5.19482,0.9
30,0.412891,5.98262,5.19482,0.9
31,0.390656,5.19941,5.19482,0.9
32,0.27684,8.01327,5.19482,0.9
33,0.320303,365.235,11.8401,0.9
34,0.152004,46.5643,11.8401,0.9
35,0.269712,13.6749,11.8401,0.9
36,0.233776,45.0297,11.8401,0.9
37,0.187252,34.4111,11.8401,0.9
38,0.0923042,9.95554,11.8401,0.9
39,0.166761,7.39058,11.8401,0.9
40,0.0461559,6.14222,11.8401,0.9
41,0.16407,11.4058,11.8401,0.9
42,0.117214,12.3258,11.8401,0.9
43,0.449724,493.145,11.8401,0.9
44,0.28083,57.7398,11.8401,0.9
45,0.169155,5.87444,11.8401,0.9
46,0.157703,19.1991,11.8401,0.9
47,0.272799,191.671,26.9861,0.9
48,0.10355,26.5306,26.9861,0.9
49,0.122963,363.42,26.9861,0.9
50,0.119146,145.567,26.9861,0.9
51,0.0618763,120.915,26.9861,0.9
52,0.123671,66.681,26.9861,0.9
53,0.181322,24.0108,26.9861,0.9
54,0.122252,37.608,26.9861,0.9
55,0.185873,329.922,26.9861,0.9
56,0.153536,11.6133,26.9861,0.9
57,0.128664,65.2164,26.9861,0.9
58,0.360483,61.5065,61.5071,0.9
59,0.261786,53.6531,61.5071,0.9
60,0.0996399,12.798,61.5071,0.9
61,0.124443,106.818,61.5071,0.9
62,0.0649853,370.074,61.5071,0.9
63,0.032959,34.8747,61.5071,0.9
64,0.0501308,54.7166,61.5071,0.9
65,0.0587711,97.8219,61.5071,0.9
66,0.0667,38.8508,61.5071,0.9
67,0.0493507,12.5165,61.5071,0.9
68,0.0334225,31.4399,61.5071,0.9
69,0.0507984,178.076,140.188,0.9
70,0.0784168,217.859,140.188,0.9
71,0.0427341,67.5445,140.188,0.9
72,0.0549927,48.463,140.188,0.9
73,0.0376034,107.246,140.188,0.9
74,0.0127544,51.2017,140.188,0.9
75,0.0458412,139.4,140.188,0.9
76,0.0192528,58.747,140.188,0.9
77,0.0507736,91.9036,140.188,0.9
78,0.032547,32.5884,140.188,0.9
79,0.0806828,298.938,319.518,0.9
80,0.0427799,45.6827,319.518,0.9
81,0.0353012,426.078,319.518,0.9
82,0.0127411,72.5913,319.518,0.9
83,0.0123405,123.141,319.518,0.9
84,0.0180321,1331.17,319.518,0.9
85,0.00669289,142.829,319.518,0.9
