step,energy,beta,lambda,delta
0,3.5491,7.00085,1,0.5
1,3.31901,16.7113,1,0.5
2,3.1442,19.8739,1,0.5
3,3.28142,27.3936,1,0.5
4,3.12809,29.966,1,0.5
5,3.20053,14.626,1,0.5
6,3.08869,51.2423,1,0.5
7,2.84844,28.3027,1,0.5
8,3.13924,12.3181,1,0.5
9,3.03753,19.9787,1,0.5
10,1.60933,3.04813,1,0.5
11,1.93504,6.02625,1,0.5
12,1.86517,14.8387,1,0.5
13,2.16548,11.6986,1.46052,0.5
14,2.40628,20.4338,1.46052,0.5
15,2.19485,23.8712,1.46052,0.5
16,1.97426,6.95955,1.46052,0.5
17,2.03585,104.653,1.46052,0.5
18,2.24931,8.40893,1.46052,0.5
19,2.46674,56.4653,1.46052,0.5
20,2.14474,7.94681,1.46052,0.5
21,2.07084,7.49509,1.46052,0.5
22,1.82044,136.568,1.46052,0.5
23,2.32308,6.5939,2.13311,0.5
24,2.19767,7.38191,2.13311,0.5
25,1.27344,2.72923,2.13311,0.5
26,1.4896,23.5715,2.13311,0.5
27,1.61986,7.65878,2.13311,0.5
28,1.86253,34.1789,2.13311,0.5
29,1.60648,4.36311,2.13311,0.5
30,1.31691,10.1964,2.13311,0.5
31,0.975822,3.44198,2.13311,0.5
32,1.28312,5.63809,2.13311,0.5
33,1.99718,14.7548,3.11544,0.5
34,1.70926,14.3291,3.11544,0.5
35,1.5356,21.2649,3.11544,0.5
36,1.02646,3.33994,3.11544,0.5
37,0.665375,6.37137,3.11544,0.5
38,0.632669,4.37938,3.11544,0.5
39,1.25583,11.0685,3.11544,0.5
40,1.43735,23.9807,3.11544,0.5
41,1.66612,36.428,3.11544,0.5
42,0.759611,3.20208,3.11544,0.5
43,1.38297,38.7856,3.11544,0.5
44,1.01454,987.524,3.11544,0.5
45,1.12063,8.34208,4.55016,0.5
46,1.12406,15.2469,4.55016,0.5
47,0.538954,4.10118,4.55016,0.5
48,0.703627,18.2164,4.55016,0.5
49,1.00705,16.0911,4.55016,0.5
50,1.01171,7.47378,4.55016,0.5
51,0.78882,7.50503,4.55016,0.5
52,0.609743,13.2442,4.55016,0.5
53,0.668659,6.93006,6.64558,0.5
54,0.504627,533.64,6.64558,0.5
55,0.57757,6.90757,6.64558,0.5
56,0.721468,15.3772,6.64558,0.5
57,0.810135,12.6347,6.64558,0.5
58,0.596334,5.78523,6.64558,0.5
59,0.790272,14.5786,6.64558,0.5
60,0.981527,16.7667,9.70599,0.5
61,0.781477,27.6635,9.70599,0.5
62,0.841341,57.1133,9.70599,0.5
63,0.737316,57.3123,9.70599,0.5
64,0.462652,13.7979,9.70599,0.5
65,0.310741,11.3973,9.70599,0.5
66,0.468124,17.2735,9.70599,0.5
67,0.614992,15.1718,9.70599,0.5
68,0.642822,12.2197,9.70599,0.5
69,0.431986,8.50389,9.70599,0.5
70,0.644657,38.7417,14.1758,0.5
71,0.412336,7.44045,14.1758,0.5
72,0.476265,42.4453,14.1758,0.5
73,0.407867,83.5163,14.1758,0.5
74,0.398277,14.8079,14.1758,0.5
75,0.390221,59.5357,14.1758,0.5
76,0.351995,10.1126,14.1758,0.5
77,0.397947,14.3999,14.1758,0.5
78,0.477129,19.5077,14.1758,0.5
79,0.48756,63.2381,14.1758,0.5
80,0.599689,39.576,20.7039,0.5
81,0.488703,970.384,20.7039,0.5
82,0.453997,38.4471,20.7039,0.5
83,0.474804,1187.61,20.7039,0.5
84,0.39916,119.429,20.7039,0.5
85,0.336496,369.694,20.7039,0.5
86,0.27837,13.3474,20.7039,0.5
87,0.30308,25.173,20.7039,0.5
88,0.330599,12.4172,20.7039,0.5
89,0.245884,11.0891,20.7039,0.5
90,0.377131,75.9883,20.7039,0.5
91,0.203176,14.1348,20.7039,0.5
92,0.235411,11.0809,30.2385,0.5
93,0.287567,26.1727,30.2385,0.5
94,0.328028,28.7964,30.2385,0.5
95,0.31181,19.1657,30.2385,0.5
96,0.251038,25.6232,30.2385,0.5
97,0.21682,20.4281,30.2385,0.5
98,0.182575,19.8091,30.2385,0.5
99,0.151447,14.9031,30.2385,0.5
100,0.169363,19.3474,30.2385,0.5
101,0.151278,48.646,30.2385,0.5
102,0.229429,18.2395,30.2385,0.5
103,0.216705,17.9951,30.2385,0.5
104,0.135847,12.189,30.2385,0.5
105,0.280283,295.096,44.1638,0.5
106,0.151587,12.8511,44.1638,0.5
107,0.166265,40.5336,44.1638,0.5
108,0.218052,144.799,44.1638,0.5
109,0.148417,24.8036,44.1638,0.5
110,0.170572,76.0697,44.1638,0.5
111,0.169088,38.7789,44.1638,0.5
112,0.217802,65.1407,44.1638,0.5
113,0.210133,21.1948,44.1638,0.5
114,0.222174,70.4974,64.502,0.5
115,0.22127,44.7949,64.502,0.5
116,0.172604,58.2466,64.502,0.5
117,0.127117,33.7683,64.502,0.5
118,0.129995,68.2716,64.502,0.5
119,0.105869,208.197,64.502,0.5
120,0.0886822,134.082,64.502,0.5
121,0.10393,33.6852,64.502,0.5
122,0.151052,5118.43,64.502,0.5
123,0.178255,72.5244,64.502,0.5
124,0.203255,60.1106,94.2062,0.5
125,0.144573,42.8343,94.2062,0.5
126,0.128111,30.5113,94.2062,0.5
127,0.133789,73.1598,94.2062,0.5
128,0.080267,37.4515,94.2062,0.5
129,0.105486,90.1906,94.2062,0.5
130,0.131794,73.5223,94.2062,0.5
131,0.12958,37.1462,94.2062,0.5
132,0.139198,73.0935,94.2062,0.5
133,0.149216,63.925,137.59,0.5
134,0.113745,439.525,137.59,0.5
135,0.108837,50.2517,137.59,0.5
136,0.105677,92.3513,137.59,0.5
137,0.105944,77.8331,137.59,0.5
138,0.116152,116.151,137.59,0.5
139,0.13298,136.234,137.59,0.5
140,0.121634,116.246,137.59,0.5
141,0.0768661,134.335,137.59,0.5
142,0.0868721,101.344,137.59,0.5
143,0.0776176,331.282,137.59,0.5
144,0.105621,168.672,200.952,0.5
145,0.0961399,279.874,200.952,0.5
146,0.0763893,281.207,200.952,0.5
147,0.108068,169.084,200.952,0.5
148,0.0799866,704.964,200.952,0.5
149,0.0702496,49.717,200.952,0.5
150,0.104233,310.661,200.952,0.5
151,0.106647,277.396,200.952,0.5
152,0.0797749,132.831,200.952,0.5
153,0.0868034,115.971,200.952,0.5
154,0.0774689,454.717,200.952,0.5
155,0.069706,117.595,200.952,0.5
156,0.0794888,177.604,293.494,0.5
157,0.0684052,5305.24,293.494,0.5
158,0.0813808,210.893,293.494,0.5
159,0.0374622,44.7064,293.494,0.5
160,0.0445404,106.084,293.494,0.5
161,0.0278645,5678.26,293.494,0.5
162,0.0549774,230.088,293.494,0.5
163,0.0726051,95.0448,293.494,0.5
164,0.0504456,187.226,293.494,0.5
165,0.0618362,6547.9,428.653,0.5
166,0.0619755,213.972,428.653,0.5
167,0.0572777,111.959,428.653,0.5
168,0.0597019,168.505,428.653,0.5
169,0.0415611,137.138,428.653,0.5
170,0.03825,129.267,428.653,0.5
171,0.0349998,69.5809,428.653,0.5
172,0.0682068,683.038,428.653,0.5
173,0.0542469,249.067,428.653,0.5
174,0.0645733,178.495,428.653,0.5
175,0.056776,81.2438,428.653,0.5
176,0.0562744,150.693,428.653,0.5
177,0.046133,86.1044,428.653,0.5
178,0.0524273,121.821,626.055,0.5
179,0.0509205,195.986,626.055,0.5
180,0.0510006,3904.09,626.055,0.5
181,0.0528717,309.933,626.055,0.5
182,0.0523586,180.896,626.055,0.5
183,0.05023,1183.61,626.055,0.5
184,0.0581017,1634.09,626.055,0.5
185,0.0661373,312.715,626.055,0.5
186,0.069418,830.076,914.365,0.5
187,0.0655193,592.7,914.365,0.5
188,0.0412941,145.647,914.365,0.5
189,0.0395069,171.902,914.365,0.5
190,0.0397568,9956.4,914.365,0.5
191,0.0360718,657.181,914.365,0.5
192,0.0266056,248.455,914.365,0.5
193,0.0325222,447.603,914.365,0.5
194,0.021946,131.812,914.365,0.5
195,0.0232677,425.397,914.365,0.5
196,0.0338135,532.005,914.365,0.5
197,0.031105,197.133,914.365,0.5
198,0.0443993,4207.52,1335.44,0.5
199,0.033947,261.005,1335.44,0.5
200,0.0294342,1486.33,1335.44,0.5
201,0.031908,389.317,1335.44,0.5
202,0.0224228,188.57,1335.44,0.5
203,0.0275192,1263.34,1335.44,0.5
204,0.0275764,473.129,1335.44,0.5
205,0.0348282,1039.99,1335.44,0.5
206,0.0323009,786.421,1335.44,0.5
207,0.0253315,145.853,1335.44,0.5
208,0.0287151,604.285,1950.44,0.5
209,0.023159,679.331,1950.44,0.5
210,0.02318,1462.41,1950.44,0.5
211,0.026041,2873.98,1950.44,0.5
212,0.0261478,721.54,1950.44,0.5
213,0.0211601,311.581,1950.44,0.5
214,0.0201397,783.344,1950.44,0.5
215,0.0232124,302.419,1950.44,0.5
216,0.0180931,365.282,1950.44,0.5
217,0.0251694,1127.92,2848.65,0.5
218,0.0218544,287.634,2848.65,0.5
219,0.0230198,2055.53,2848.65,0.5
220,0.0228024,1496.1,2848.65,0.5
221,0.0225239,463.602,2848.65,0.5
222,0.0267735,2566.47,2848.65,0.5
223,0.0247746,14536.3,2848.65,0.5
224,0.0260639,799.671,2848.65,0.5
225,0.0227623,985.371,2848.65,0.5
226,0.0223694,2271.32,2848.65,0.5
227,0.0195732,815.314,2848.65,0.5
228,0.0187511,474.339,2848.65,0.5
229,0.0191326,1520.22,2848.65,0.5
230,0.0200253,620.154,4160.5,0.5
231,0.0184135,828.701,4160.5,0.5
232,0.0129929,436.282,4160.5,0.5
233,0.0125103,903.288,4160.5,0.5
234,0.012413,413.002,4160.5,0.5
235,0.0197544,5135.97,4160.5,0.5
236,0.018322,1198.04,4160.5,0.5
237,0.0184288,1416.18,4160.5,0.5
238,0.0194798,1224.41,4160.5,0.5
239,0.0214291,2506.32,4160.5,0.5
240,0.0209808,2945.13,4160.5,0.5
241,0.0262394,4156.7,6076.49,0.5
242,0.0230713,478.371,6076.49,0.5
243,0.0206852,514.378,6076.49,0.5
244,0.0183086,629.75,6076.49,0.5
245,0.0194225,1143,6076.49,0.5
246,0.0138378,827.203,6076.49,0.5
247,0.0124989,584.141,6076.49,0.5
248,0.0112762,1410.59,6076.49,0.5
249,0.0102501,1029.53,6076.49,0.5
250,0.0102997,401.993,6076.49,0.5
251,0.0122166,7332.71,6076.49,0.5
252,0.0129166,2136.39,6076.49,0.5
253,0.0102711,314.697,6076.49,0.5
254,0.0134201,591.202,8874.81,0.5
255,0.0131664,5219.15,8874.81,0.5
256,0.00930214,500.084,8874.81,0.5
