step,energy,beta,lambda,delta
0,2.47585,340.63,1,0.2
1,2.45158,404.083,1,0.2
2,2.42512,71.5052,1,0.2
3,2.40573,365.984,1,0.2
4,2.38442,376.597,1,0.2
5,2.36112,402.766,1,0.2
6,2.36743,161.636,1,0.2
7,2.37641,2278.6,1,0.2
8,2.37634,118.898,1,0.2
9,2.34357,54.3555,1,0.2
10,2.34717,135.484,1,0.2
11,2.33717,172.964,1,0.2
12,2.33826,173.089,1.01151,0.2
13,2.35349,148.267,1.01151,0.2
14,2.35789,91.505,1.01151,0.2
15,2.33711,214.122,1.01151,0.2
16,2.356,477.424,1.01151,0.2
17,2.35447,72.8667,1.01151,0.2
18,2.34568,53.5521,1.01151,0.2
19,2.31394,169.314,1.01151,0.2
20,2.32436,267.278,1.02316,0.2
21,2.34708,103.856,1.02316,0.2
22,2.34374,99.8362,1.02316,0.2
23,2.3222,83.7119,1.02316,0.2
24,2.32258,31600.8,1.02316,0.2
25,2.3534,7268.17,1.02316,0.2
26,2.35676,407.671,1.03494,0.2
27,2.33559,827.81,1.03494,0.2
28,2.30593,133.719,1.03494,0.2
29,2.32201,102.466,1.03494,0.2
30,2.32458,294.622,1.03494,0.2
31,2.33222,80.525,1.03494,0.2
32,2.31037,68.3112,1.03494,0.2
33,2.32978,116.877,1.04685,0.2
34,2.3258,282.905,1.04685,0.2
35,2.33412,286.419,1.04685,0.2
36,2.29847,1943.36,1.04685,0.2
37,2.31378,362.658,1.04685,0.2
38,2.30835,225.886,1.04685,0.2
39,2.33111,116.868,1.04685,0.2
40,2.32134,83.4962,1.04685,0.2
41,2.32654,281.167,1.05891,0.2
42,2.30135,186.285,1.05891,0.2
43,2.32115,193.938,1.05891,0.2
44,2.33729,323.862,1.05891,0.2
45,2.33358,107.546,1.05891,0.2
46,2.31934,100.946,1.05891,0.2
47,2.32654,7900.19,1.05891,0.2
48,2.33087,640.548,1.0711,0.2
49,2.34499,151.063,1.0711,0.2
50,2.33945,449.348,1.0711,0.2
51,2.3356,94.8879,1.0711,0.2
52,2.30814,141.869,1.0711,0.2
53,2.30652,139.086,1.0711,0.2
54,2.29462,85.9817,1.0711,0.2
55,2.29474,184.86,1.0711,0.2
56,2.29717,143.878,1.0711,0.2
57,2.31259,726817,1.08343,0.2
58,2.31432,91.2027,1.08343,0.2
59,2.278,51.6571,1.08343,0.2
60,2.25323,37.3952,1.08343,0.2
61,2.28475,210.408,1.08343,0.2
62,2.29516,97.009,1.08343,0.2
63,2.31369,119.645,1.0959,0.2
64,2.29753,114.753,1.0959,0.2
65,2.27784,54.1488,1.0959,0.2
66,2.3012,314.615,1.0959,0.2
67,2.30397,137.967,1.0959,0.2
68,2.32083,174.709,1.0959,0.2
69,2.3257,348.235,1.10852,0.2
70,2.30855,619.095,1.10852,0.2
71,2.3319,1629.85,1.10852,0.2
72,2.3297,76.4876,1.10852,0.2
73,2.3369,72.5751,1.10852,0.2
74,2.30764,149.849,1.10852,0.2
75,2.31847,150.042,1.10852,0.2
76,2.3074,430.623,1.10852,0.2
77,2.2941,63.6669,1.10852,0.2
78,2.30645,3845.59,1.12128,0.2
79,2.27968,73.8713,1.12128,0.2
80,2.30376,367.272,1.12128,0.2
81,2.29333,85.147,1.12128,0.2
82,2.29376,514.594,1.12128,0.2
83,2.31079,444.103,1.12128,0.2
84,2.29563,91.4012,1.12128,0.2
85,2.30499,177.835,1.13419,0.2
86,2.32566,279.271,1.13419,0.2
87,2.33386,574.534,1.13419,0.2
88,2.34833,597.042,1.13419,0.2
89,2.33096,66.6384,1.13419,0.2
90,2.30281,1882.95,1.13419,0.2
91,2.30997,86.0238,1.14725,0.2
92,2.30963,182.467,1.14725,0.2
93,2.27849,1651.86,1.14725,0.2
94,2.29894,5506.19,1.14725,0.2
95,2.32171,268.614,1.14725,0.2
96,2.28446,64.9143,1.14725,0.2
97,2.29751,401.796,1.14725,0.2
98,2.27369,68.9974,1.14725,0.2
99,2.29934,242272,1.16046,0.2
100,2.27408,50.1731,1.16046,0.2
101,2.31213,122.996,1.16046,0.2
102,2.28397,40.409,1.16046,0.2
103,2.29302,450.09,1.16046,0.2
104,2.29539,98.3082,1.16046,0.2
105,2.31894,232.547,1.17382,0.2
106,2.31741,184.213,1.17382,0.2
107,2.30311,56.9784,1.17382,0.2
108,2.2922,211.158,1.17382,0.2
109,2.31869,337.847,1.17382,0.2
110,2.30544,81.5604,1.17382,0.2
111,2.30335,343.291,1.17382,0.2
112,2.29655,123.295,1.17382,0.2
113,2.3191,396.172,1.17382,0.2
114,2.31516,77.2558,1.17382,0.2
115,2.32136,84.661,1.17382,0.2
116,2.31064,351.811,1.17382,0.2
117,2.32915,830.649,1.18733,0.2
118,2.30188,551.402,1.18733,0.2
119,2.29911,2455.46,1.18733,0.2
120,2.27031,86.0608,1.18733,0.2
121,2.29235,127.882,1.18733,0.2
122,2.27916,75.8383,1.18733,0.2
123,2.26082,161.713,1.18733,0.2
124,2.25876,410.65,1.18733,0.2
125,2.24073,75.3985,1.18733,0.2
126,2.25763,1020.83,1.18733,0.2
127,2.27176,9575.16,1.18733,0.2
128,2.3077,193.283,1.201,0.2
129,2.30756,263.36,1.201,0.2
130,2.3055,90.0806,1.201,0.2
131,2.31017,118.77,1.201,0.2
132,2.30446,131.121,1.201,0.2
133,2.28266,230.293,1.201,0.2
134,2.29264,207.798,1.201,0.2
135,2.26485,57.9046,1.201,0.2
136,2.25998,165.001,1.201,0.2
137,2.23401,76.5633,1.201,0.2
138,2.22472,285.233,1.201,0.2
139,2.24062,117.428,1.201,0.2
140,2.2377,75.8595,1.201,0.2
141,2.26881,191.318,1.21483,0.2
142,2.29084,99.8072,1.21483,0.2
143,2.29361,658.882,1.21483,0.2
144,2.29601,97.0531,1.21483,0.2
145,2.29452,174.805,1.21483,0.2
146,2.30024,500.962,1.22881,0.2
147,2.30673,112.076,1.22881,0.2
148,2.27689,109.149,1.22881,0.2
