step,energy,beta,lambda,delta
0,3.32969,74.219,1,0.3
1,3.14671,44.2411,1,0.3
2,3.08358,55.9934,1,0.3
3,3.00489,47.8159,1,0.3
4,2.95215,46.7101,1,0.3
5,2.86447,16.3205,1,0.3
6,2.86128,1290.97,1,0.3
7,2.88061,54.877,1,0.3
8,2.84414,64.2401,1,0.3
9,2.81113,90.5885,1,0.3
10,2.71923,24.8374,1,0.3
11,2.73461,59.5922,1,0.3
12,2.76183,95.4181,1,0.3
13,2.72141,29.7941,1,0.3
14,2.72228,23.945,1,0.3
15,2.7436,90.0455,1.06908,0.3
16,2.65887,18.9084,1.06908,0.3
17,2.7331,36.2306,1.06908,0.3
18,2.72915,35.9611,1.06908,0.3
19,2.77513,34.7264,1.06908,0.3
20,2.87122,93.9428,1.06908,0.3
21,2.80437,21.8255,1.06908,0.3
22,2.82178,30.0135,1.06908,0.3
23,2.74671,57.7731,1.06908,0.3
24,2.77562,34.9661,1.14293,0.3
25,2.6899,37.3451,1.14293,0.3
26,2.71729,182.764,1.14293,0.3
27,2.66715,19.0804,1.14293,0.3
28,2.7326,47.4251,1.14293,0.3
29,2.70101,41.2223,1.14293,0.3
30,2.81,89.2976,1.14293,0.3
31,2.77596,40.8218,1.14293,0.3
32,2.6941,24.5315,1.14293,0.3
33,2.67524,19.0754,1.14293,0.3
34,2.68972,53.4372,1.14293,0.3
35,2.65233,21.9467,1.14293,0.3
36,2.74564,460.886,1.22188,0.3
37,2.7596,22.9775,1.22188,0.3
38,2.86264,132.917,1.22188,0.3
39,2.89064,90.4552,1.22188,0.3
40,2.84819,47.8129,1.22188,0.3
41,2.7549,43.6161,1.22188,0.3
42,2.70967,25.419,1.22188,0.3
43,2.68394,86.4067,1.22188,0.3
44,2.7606,37.7082,1.22188,0.3
45,2.6687,16.4557,1.22188,0.3
46,2.80186,39.6899,1.30628,0.3
47,2.82947,55.4177,1.30628,0.3
48,2.87798,47.7056,1.30628,0.3
49,2.8673,86.4463,1.30628,0.3
50,2.71882,20.1467,1.30628,0.3
51,2.74402,33.3472,1.30628,0.3
52,2.71334,27.5697,1.30628,0.3
53,2.73472,34.5125,1.30628,0.3
54,2.75259,150.026,1.39652,0.3
55,2.6654,25.8487,1.39652,0.3
56,2.58525,434.18,1.39652,0.3
57,2.48222,65.3734,1.39652,0.3
58,2.65734,50.3666,1.39652,0.3
59,2.60946,27.0134,1.39652,0.3
60,2.74435,492.589,1.39652,0.3
61,2.75317,35.5019,1.39652,0.3
62,2.79486,50.965,1.39652,0.3
63,2.79801,55.545,1.49298,0.3
64,2.69225,77.2759,1.49298,0.3
65,2.80122,168.473,1.49298,0.3
66,2.84491,317.882,1.49298,0.3
67,2.76725,29.2908,1.49298,0.3
68,2.76816,122.4,1.49298,0.3
69,2.77041,37.6498,1.49298,0.3
70,2.63373,54.0281,1.49298,0.3
71,2.65655,26.3539,1.59612,0.3
72,2.52292,20.0747,1.59612,0.3
73,2.63747,98.8676,1.59612,0.3
74,2.64409,36.0397,1.59612,0.3
75,2.62756,23.2191,1.59612,0.3
76,2.68664,54.818,1.59612,0.3
77,2.7049,50.9828,1.59612,0.3
78,2.74055,208.796,1.70637,0.3
79,2.75464,67.4104,1.70637,0.3
80,2.69005,18.3162,1.70637,0.3
81,2.62275,17.0226,1.70637,0.3
82,2.70649,59.5288,1.70637,0.3
83,2.47732,26.0478,1.70637,0.3
84,2.37883,21.9374,1.70637,0.3
85,2.39592,243.184,1.70637,0.3
86,2.56805,61.9074,1.70637,0.3
87,2.58717,31.5861,1.82424,0.3
88,2.55709,27.8661,1.82424,0.3
89,2.55457,25.5951,1.82424,0.3
90,2.5811,69.7033,1.82424,0.3
91,2.59939,25.1086,1.82424,0.3
92,2.62792,45.3657,1.82424,0.3
93,2.56845,26.3123,1.82424,0.3
94,2.58538,52.4907,1.82424,0.3
95,2.5122,14.5136,1.82424,0.3
96,2.48251,212.333,1.82424,0.3
97,2.41702,13.6868,1.82424,0.3
98,2.44175,13.7277,1.95026,0.3
99,2.50841,131.989,1.95026,0.3
100,2.51184,220.559,1.95026,0.3
101,2.6689,74.136,1.95026,0.3
102,2.71704,47.6348,1.95026,0.3
103,2.75394,145.687,2.08498,0.3
104,2.6593,74.7387,2.08498,0.3
105,2.61827,26.5819,2.08498,0.3
106,2.65233,63.4893,2.08498,0.3
107,2.64538,119.948,2.08498,0.3
108,2.67327,51.1442,2.08498,0.3
109,2.58444,18.5578,2.08498,0.3
110,2.67827,571.847,2.08498,0.3
111,2.69471,56.2664,2.08498,0.3
112,2.57167,16.8514,2.08498,0.3
113,2.57579,31.6122,2.229,0.3
114,2.59869,312.879,2.229,0.3
115,2.54313,40.1503,2.229,0.3
116,2.48149,23.5778,2.229,0.3
117,2.5374,42.7287,2.229,0.3
118,2.58274,605.681,2.229,0.3
119,2.65475,111.147,2.229,0.3
120,2.62826,23.4642,2.229,0.3
121,2.56547,24.7929,2.229,0.3
122,2.56652,536.397,2.38298,0.3
123,2.63738,167.298,2.38298,0.3
124,2.66482,186.381,2.38298,0.3
125,2.63497,30.1705,2.38298,0.3
126,2.66775,60.6651,2.38298,0.3
127,2.66916,658.739,2.38298,0.3
128,2.69265,187.694,2.54759,0.3
129,2.63284,34.4196,2.54759,0.3
130,2.57306,31.5583,2.54759,0.3
131,2.5022,23.9165,2.54759,0.3
132,2.48102,34.8762,2.54759,0.3
133,2.50579,59.4164,2.54759,0.3
134,2.43374,21.0925,2.54759,0.3
135,2.4343,23.8417,2.54759,0.3
136,2.46849,39.9125,2.54759,0.3
137,2.47572,482.938,2.54759,0.3
138,2.44192,22.4839,2.54759,0.3
139,2.48251,108.251,2.72357,0.3
140,2.41596,59.0176,2.72357,0.3
141,2.44524,61.825,2.72357,0.3
142,2.36251,16.6987,2.72357,0.3
143,2.42036,75.8435,2.72357,0.3
144,2.47877,94.5641,2.72357,0.3
145,2.47837,20.4874,2.72357,0.3
146,2.48638,44.6976,2.72357,0.3
147,2.51314,605.681,2.91171,0.3
148,2.45539,71.2005,2.91171,0.3
149,2.46001,28.5208,2.91171,0.3
150,2.49325,132.985,2.91171,0.3
151,2.52267,76.1566,2.91171,0.3
152,2.4792,17.7162,2.91171,0.3
153,2.591,890.708,2.91171,0.3
154,2.55926,716.076,2.91171,0.3
155,2.44094,14.2902,2.91171,0.3
156,2.3826,29.5778,2.91171,0.3
157,2.39408,32.6516,3.11284,0.3
158,2.38659,52.4646,3.11284,0.3
159,2.43974,62.2049,3.11284,0.3
160,2.43106,27.3831,3.11284,0.3
161,2.41218,39.0657,3.11284,0.3
162,2.41309,203.436,3.11284,0.3
163,2.34335,14.2543,3.11284,0.3
164,2.36868,30.3523,3.11284,0.3
165,2.36459,39.3569,3.11284,0.3
166,2.42276,23.0573,3.11284,0.3
167,2.53947,111.348,3.32787,0.3
168,2.48784,15.8529,3.32787,0.3
169,2.48476,27.4747,3.32787,0.3
170,2.45448,16.3437,3.32787,0.3
171,2.43266,33.5029,3.32787,0.3
172,2.46551,41.5177,3.32787,0.3
173,2.39395,63.5051,3.32787,0.3
174,2.37451,172.294,3.32787,0.3
175,2.39902,40.2547,3.32787,0.3
176,2.36298,24.9457,3.32787,0.3
177,2.39299,40.7859,3.32787,0.3
178,2.37859,37.9039,3.32787,0.3
179,2.39719,18.9826,3.32787,0.3
180,2.37243,96.5309,3.32787,0.3
181,2.4135,105.206,3.55775,0.3
182,2.45633,125.133,3.55775,0.3
183,2.45136,51.1215,3.55775,0.3
184,2.48061,160.808,3.55775,0.3
185,2.51398,28.4625,3.55775,0.3
186,2.4199,29.7101,3.55775,0.3
187,2.39098,21.4857,3.55775,0.3
188,2.36534,133.424,3.55775,0.3
189,2.42417,29.1559,3.55775,0.3
190,2.43849,59.0139,3.80351,0.3
191,2.44502,33.987,3.80351,0.3
192,2.44435,110.227,3.80351,0.3
193,2.45136,95.7759,3.80351,0.3
194,2.43369,26.8749,3.80351,0.3
195,2.31493,18.3082,3.80351,0.3
196,2.40903,79.5164,3.80351,0.3
197,2.41114,87.6858,3.80351,0.3
198,2.32639,77.1811,3.80351,0.3
199,2.38059,74.3998,4.06625,0.3
200,2.39949,131.111,4.06625,0.3
201,2.44089,23.1786,4.06625,0.3
202,2.51055,41.0418,4.06625,0.3
203,2.4626,69.2155,4.06625,0.3
204,2.47406,156.136,4.06625,0.3
205,2.49732,53.4199,4.34714,0.3
206,2.48749,89.6634,4.34714,0.3
207,2.39796,65.1529,4.34714,0.3
208,2.3831,26.3194,4.34714,0.3
209,2.29112,17.8002,4.34714,0.3
210,2.26369,35.1011,4.34714,0.3
211,2.30908,98.1597,4.34714,0.3
212,2.35873,109.253,4.34714,0.3
213,2.35742,26.5809,4.34714,0.3
214,2.30874,22.1068,4.34714,0.3
215,2.36704,223.966,4.34714,0.3
216,2.38188,181.449,4.34714,0.3
217,2.40187,131.617,4.64743,0.3
218,2.36424,96.8487,4.64743,0.3
219,2.32097,135.232,4.64743,0.3
220,2.30996,173.327,4.64743,0.3
221,2.25434,33.8455,4.64743,0.3
222,2.29468,52.0363,4.64743,0.3
223,2.37081,96.6059,4.64743,0.3
224,2.36348,99.4176,4.64743,0.3
225,2.41884,194.342,4.64743,0.3
226,2.36174,90.5613,4.64743,0.3
227,2.34829,27.6216,4.64743,0.3
228,2.33356,47.195,4.64743,0.3
229,2.33737,69.4029,4.64743,0.3
230,2.27016,149.563,4.64743,0.3
231,2.27978,176.154,4.96846,0.3
232,2.26834,75.5908,4.96846,0.3
233,2.19884,28.8528,4.96846,0.3
234,2.17921,28.1139,4.96846,0.3
235,2.18202,93.8328,4.96846,0.3
236,2.1545,146.739,4.96846,0.3
237,2.13936,24.7925,4.96846,0.3
238,2.12972,297.024,4.96846,0.3
239,2.2386,227.767,4.96846,0.3
240,2.20644,86.0116,4.96846,0.3
241,2.12655,61.0936,4.96846,0.3
242,2.17764,268.354,4.96846,0.3
243,2.21634,54.3601,4.96846,0.3
244,2.18186,254.279,4.96846,0.3
245,2.21301,40.2021,5.31167,0.3
246,2.13286,47.8606,5.31167,0.3
247,2.00513,23.0265,5.31167,0.3
248,2.04489,64.8506,5.31167,0.3
249,2.0577,106.208,5.31167,0.3
250,2.05187,47.8317,5.31167,0.3
251,2.07929,50.979,5.31167,0.3
252,2.09054,45.3664,5.31167,0.3
253,2.06948,113.126,5.31167,0.3
254,2.10223,229.044,5.67858,0.3
255,2.13143,102.587,5.67858,0.3
256,2.16019,53.7144,5.67858,0.3
257,2.12747,30.1846,5.67858,0.3
258,2.12873,59.7801,5.67858,0.3
259,2.15316,59.847,5.67858,0.3
260,2.14403,165.34,5.67858,0.3
261,2.13252,97.0948,5.67858,0.3
262,2.17911,76.6682,6.07085,0.3
263,2.20485,151.799,6.07085,0.3
264,2.20782,46.5336,6.07085,0.3
265,2.20603,130.903,6.07085,0.3
266,2.26315,67.1489,6.07085,0.3
267,2.31255,85.4504,6.07085,0.3
268,2.25656,25.8359,6.07085,0.3
269,2.17993,77.0322,6.07085,0.3
270,2.1179,49.1567,6.07085,0.3
271,2.08338,44.062,6.07085,0.3
272,2.08508,134.745,6.49021,0.3
273,2.1015,36.4897,6.49021,0.3
274,2.12057,44.1384,6.49021,0.3
275,2.10737,133.515,6.49021,0.3
276,2.14067,185.319,6.49021,0.3
277,2.17605,48.4197,6.49021,0.3
278,2.18078,83.4179,6.93854,0.3
279,2.11548,18.966,6.93854,0.3
280,2.16514,95.8327,6.93854,0.3
281,2.15401,275.728,6.93854,0.3
282,2.07112,45.1717,6.93854,0.3
283,1.95621,26.9965,6.93854,0.3
284,1.92485,63.9934,6.93854,0.3
285,1.97417,72.4983,6.93854,0.3
286,1.98617,55.0045,6.93854,0.3
287,2.05386,1486.33,6.93854,0.3
288,2.10309,105.322,7.41783,0.3
289,2.11136,495.455,7.41783,0.3
290,2.07982,572.748,7.41783,0.3
291,2.07808,757.386,7.41783,0.3
292,2.04709,174.28,7.41783,0.3
293,2.02599,35.4818,7.41783,0.3
294,1.99126,44.1547,7.41783,0.3
295,1.92607,31.2464,7.41783,0.3
296,1.91911,20.8136,7.41783,0.3
297,1.90143,26.3297,7.41783,0.3
298,1.92817,75.0918,7.41783,0.3
299,1.88615,41.3721,7.41783,0.3
300,1.83366,23.5596,7.41783,0.3
301,1.8275,67.5809,7.41783,0.3
302,1.84936,38.3759,7.41783,0.3
303,1.89848,82.2362,7.41783,0.3
304,1.89452,61.5665,7.41783,0.3
305,1.94867,71.2571,7.93024,0.3
306,1.89445,30.1173,7.93024,0.3
307,1.92196,109.372,7.93024,0.3
308,1.89916,163.848,7.93024,0.3
309,1.98799,232.522,7.93024,0.3
310,2.00134,169.582,7.93024,0.3
311,1.93723,27.3479,7.93024,0.3
312,1.95311,47.2368,7.93024,0.3
313,1.94784,95.0345,7.93024,0.3
314,1.86292,12.7725,7.93024,0.3
315,1.91043,55.8859,8.47804,0.3
316,1.93799,63.5733,8.47804,0.3
317,1.86945,26.0487,8.47804,0.3
318,1.87701,50.4004,8.47804,0.3
319,1.80793,15.5796,8.47804,0.3
320,1.79004,28.4548,8.47804,0.3
321,1.85241,87.0531,8.47804,0.3
322,1.86915,77.6602,8.47804,0.3
323,1.86905,97.671,8.47804,0.3
324,1.87187,37.0487,9.06368,0.3
325,1.83784,32.9063,9.06368,0.3
326,1.84123,37.8443,9.06368,0.3
327,1.81261,45.3621,9.06368,0.3
328,1.83123,297.267,9.06368,0.3
329,1.877,131.468,9.06368,0.3
330,1.90064,588.048,9.06368,0.3
331,1.86006,32.7923,9.06368,0.3
