step,energy,beta,lambda,delta
0,3.26407,47.2055,1,0.3
1,3.1726,99.4698,1,0.3
2,3.05572,29.0741,1,0.3
3,2.89953,12.7214,1,0.3
4,2.82981,17.2221,1,0.3
5,2.68931,19.6278,1,0.3
6,2.73133,48.4058,1,0.3
7,2.83349,125.336,1,0.3
8,2.85084,18.8918,1,0.3
9,2.93353,100.919,1,0.3
10,2.98429,73.5678,1.06908,0.3
11,2.9544,36.7133,1.06908,0.3
12,2.9109,35.6784,1.06908,0.3
13,3.0011,47.1717,1.06908,0.3
14,3.05824,121.32,1.06908,0.3
15,2.87816,33.3155,1.06908,0.3
16,2.88966,36.5013,1.06908,0.3
17,2.87686,21.643,1.06908,0.3
18,2.78207,22.6798,1.06908,0.3
19,2.95057,67.6575,1.06908,0.3
20,2.89729,24.6281,1.06908,0.3
21,2.94452,98.7738,1.14293,0.3
22,2.91954,13.6127,1.14293,0.3
23,2.91813,46.2378,1.14293,0.3
24,2.91816,47.1946,1.14293,0.3
25,2.97931,45.778,1.14293,0.3
26,2.95103,142.179,1.14293,0.3
27,3.00237,234.955,1.14293,0.3
28,3.00438,100.724,1.14293,0.3
29,3.06663,434.356,1.22188,0.3
30,3.12316,101.39,1.22188,0.3
31,3.01312,28.6126,1.22188,0.3
32,3.01134,46.9423,1.22188,0.3
33,2.98917,91.3843,1.22188,0.3
34,2.99629,106.342,1.22188,0.3
35,2.99139,140.202,1.22188,0.3
36,2.87183,22.4981,1.22188,0.3
37,2.95415,158.779,1.22188,0.3
38,3.01687,631.108,1.22188,0.3
39,2.95658,84.3992,1.22188,0.3
40,2.8976,34.0644,1.22188,0.3
41,2.84801,47.7085,1.22188,0.3
42,2.77391,38.2144,1.22188,0.3
43,2.734,59.5557,1.22188,0.3
44,2.71873,22.1407,1.22188,0.3
45,2.81383,59.6148,1.30628,0.3
46,2.75768,27.9687,1.30628,0.3
47,2.79702,35.0888,1.30628,0.3
48,2.80321,56.1844,1.30628,0.3
49,2.76982,26.017,1.30628,0.3
50,2.84482,35.172,1.30628,0.3
51,2.8735,47.232,1.30628,0.3
52,2.88321,36.7717,1.39652,0.3
53,2.83726,43.2918,1.39652,0.3
54,2.80903,45.5281,1.39652,0.3
55,2.6889,24.026,1.39652,0.3
56,2.6968,102.014,1.39652,0.3
57,2.62823,18.458,1.39652,0.3
58,2.66125,31.1285,1.39652,0.3
59,2.76825,2209.17,1.39652,0.3
60,2.7422,46.7327,1.39652,0.3
61,2.65809,22.7619,1.39652,0.3
62,2.67456,42.393,1.39652,0.3
63,2.60158,160.836,1.39652,0.3
64,2.61699,55.9226,1.49298,0.3
65,2.5889,52.2654,1.49298,0.3
66,2.66165,49.8108,1.49298,0.3
67,2.68287,29.1337,1.49298,0.3
68,2.63571,20.7769,1.49298,0.3
69,2.66994,70.4635,1.49298,0.3
70,2.62941,19.3512,1.49298,0.3
71,2.5532,37.7787,1.49298,0.3
72,2.52803,80.2447,1.49298,0.3
73,2.37699,13.4468,1.49298,0.3
74,2.37164,18.8272,1.49298,0.3
75,2.36825,27.3972,1.49298,0.3
76,2.46516,81.4799,1.49298,0.3
77,2.48072,93.7718,1.59612,0.3
78,2.49523,69.4917,1.59612,0.3
79,2.3439,13.6361,1.59612,0.3
80,2.13339,21.3382,1.59612,0.3
81,2.1093,11.4141,1.59612,0.3
82,2.2153,28.1843,1.59612,0.3
83,2.21162,62.2906,1.59612,0.3
84,2.18806,18.3108,1.59612,0.3
85,2.19971,48.3012,1.59612,0.3
86,2.20695,269.391,1.59612,0.3
87,2.24191,283.802,1.70637,0.3
88,2.1283,12.7727,1.70637,0.3
89,2.10494,260.415,1.70637,0.3
90,2.12376,65.4898,1.70637,0.3
91,2.11984,17.0642,1.70637,0.3
92,2.16171,108.154,1.70637,0.3
93,2.11131,729.004,1.70637,0.3
94,2.10619,34.0175,1.70637,0.3
95,2.26633,91.0307,1.70637,0.3
96,2.37213,330.372,1.70637,0.3
97,2.38529,24.3812,1.82424,0.3
98,2.19758,10.2777,1.82424,0.3
99,2.1299,39.7738,1.82424,0.3
100,1.9942,13.9373,1.82424,0.3
101,2.0497,18.8272,1.82424,0.3
102,1.95906,13.8384,1.82424,0.3
103,2.09772,50.6903,1.82424,0.3
104,1.99402,10.0389,1.82424,0.3
105,1.94997,36.4489,1.82424,0.3
106,2.0169,26.8244,1.82424,0.3
107,2.1607,20.6647,1.82424,0.3
108,2.12592,13.8371,1.82424,0.3
109,2.19735,273.854,1.95026,0.3
110,2.15476,161.228,1.95026,0.3
111,2.17196,63.668,1.95026,0.3
112,2.22561,26.58,1.95026,0.3
113,2.32067,174.364,1.95026,0.3
114,2.15737,11.132,1.95026,0.3
115,2.23558,84.4426,1.95026,0.3
116,2.23981,85.2304,2.08498,0.3
117,2.29845,39.4631,2.08498,0.3
118,2.37643,63.4895,2.08498,0.3
119,2.46059,70.0199,2.08498,0.3
120,2.51285,264.554,2.08498,0.3
121,2.46946,273.245,2.08498,0.3
122,2.25436,13.8896,2.08498,0.3
123,2.10373,17.3861,2.08498,0.3
124,2.14884,29.2477,2.229,0.3
125,2.04891,25.3264,2.229,0.3
126,1.92957,32.5143,2.229,0.3
127,1.95238,65.0718,2.229,0.3
128,1.86085,17.6731,2.229,0.3
129,1.77884,17.8434,2.229,0.3
130,1.80433,161.894,2.229,0.3
131,1.92093,186.891,2.229,0.3
132,2.08711,25.1235,2.229,0.3
133,2.11505,46.2498,2.38298,0.3
134,2.15102,25.1263,2.38298,0.3
135,2.09533,22.6406,2.38298,0.3
136,2.08333,17.3091,2.38298,0.3
137,2.13533,393.299,2.38298,0.3
138,2.15099,28.3367,2.38298,0.3
139,2.19322,43.5971,2.38298,0.3
140,2.06378,13.8384,2.38298,0.3
141,1.95917,15.3846,2.38298,0.3
142,2.01993,100.676,2.54759,0.3
143,1.99363,75.1079,2.54759,0.3
144,2.02566,38.1224,2.54759,0.3
145,2.08734,32.6769,2.54759,0.3
146,1.99018,71.3836,2.54759,0.3
147,1.91464,28.1698,2.54759,0.3
148,1.96615,28.8412,2.54759,0.3
149,1.93728,21.8184,2.54759,0.3
150,1.94897,86.783,2.54759,0.3
151,1.95005,17.4357,2.72357,0.3
152,1.8417,8.89283,2.72357,0.3
153,1.77773,38.58,2.72357,0.3
154,1.83347,25.4257,2.72357,0.3
155,1.87409,27.8214,2.72357,0.3
156,1.96459,86.475,2.72357,0.3
