step,energy,beta,lambda,delta
0,3.57706,8.27856,1,0.5
1,3.66427,979.538,1,0.5
2,3.67797,17.2023,1,0.5
3,3.35106,5.45588,1,0.5
4,3.47517,21.69,1,0.5
5,3.70735,52.2054,1,0.5
6,3.68566,94.2527,1,0.5
7,3.61088,13.2928,1,0.5
8,3.46808,156.777,1,0.5
9,3.23337,19.9525,1,0.5
10,2.8904,7.56439,1,0.5
11,3.40922,79.2811,1.46052,0.5
12,3.26407,47.4926,1.46052,0.5
13,3.50983,546.89,1.46052,0.5
14,3.0843,6.2211,1.46052,0.5
15,3.00635,12.4674,1.46052,0.5
16,2.83752,12.278,1.46052,0.5
17,2.54807,13.7439,1.46052,0.5
18,2.56215,11.3363,1.46052,0.5
19,2.86634,35.5344,1.46052,0.5
20,2.70528,8.38304,1.46052,0.5
21,2.58886,11.6776,1.46052,0.5
22,2.33753,4.62186,1.46052,0.5
23,1.57411,4.33533,1.46052,0.5
24,1.79998,8.91106,1.46052,0.5
25,1.87034,7.10942,2.13311,0.5
26,2.21782,28.4124,2.13311,0.5
27,1.79177,3.88177,2.13311,0.5
28,1.31061,4.90427,2.13311,0.5
29,1.01453,4.46682,2.13311,0.5
30,1.34547,7.80638,2.13311,0.5
31,1.39644,17.2591,2.13311,0.5
32,1.58031,48.0065,2.13311,0.5
33,1.36494,19.5621,2.13311,0.5
34,1.79164,7.98575,3.11544,0.5
35,1.36917,4.01915,3.11544,0.5
36,1.62481,240.907,3.11544,0.5
37,1.59649,14.2457,3.11544,0.5
38,1.35469,11.1009,3.11544,0.5
39,1.29507,5.93365,3.11544,0.5
40,1.39405,17.4931,3.11544,0.5
41,1.39194,6.82966,3.11544,0.5
42,1.37551,10.8055,3.11544,0.5
43,1.30197,5.07086,3.11544,0.5
44,1.64758,41.3881,3.11544,0.5
45,1.84769,15.6876,3.11544,0.5
46,1.39442,38.6483,3.11544,0.5
47,1.42931,14.5025,4.55016,0.5
48,1.27176,7.08973,4.55016,0.5
49,1.03075,6.16991,4.55016,0.5
50,1.16465,14.3766,4.55016,0.5
51,1.26793,49.0943,4.55016,0.5
52,1.33408,12.792,4.55016,0.5
53,1.3871,7.58446,4.55016,0.5
54,1.2531,6.54555,4.55016,0.5
55,1.5309,13.1033,6.64558,0.5
