step,energy,beta,lambda,delta
0,3.26814,103.369,1,0.3
1,3.12618,37.0725,1,0.3
2,3.08063,58.9477,1,0.3
3,3.09373,77.1559,1,0.3
4,3.03998,48.522,1,0.3
5,2.90522,18.4609,1,0.3
6,3.00029,120.62,1,0.3
7,2.9418,24.9981,1,0.3
8,2.94147,45.7601,1,0.3
9,2.80775,15.1229,1,0.3
10,2.78593,21.9037,1,0.3
11,2.82512,71.7494,1,0.3
12,2.94227,64.4749,1,0.3
13,2.85524,25.4512,1,0.3
14,2.89754,90.0438,1.06908,0.3
15,2.89148,19.9263,1.06908,0.3
16,2.80185,45.1196,1.06908,0.3
17,2.90063,44.2177,1.06908,0.3
18,2.78158,21.6623,1.06908,0.3
19,2.85912,30.8305,1.06908,0.3
20,2.97252,1003.89,1.06908,0.3
21,2.92219,119.001,1.06908,0.3
22,2.96,56.2629,1.06908,0.3
23,2.89175,28.0198,1.06908,0.3
24,2.96571,56.5006,1.14293,0.3
25,2.95018,31.73,1.14293,0.3
26,3.0112,52.9478,1.14293,0.3
27,2.97272,52.459,1.14293,0.3
28,3.02257,263.338,1.14293,0.3
29,3.00851,198.173,1.14293,0.3
30,2.93773,18.3023,1.14293,0.3
31,2.86627,33.3018,1.14293,0.3
32,2.80644,32.2904,1.14293,0.3
33,2.69731,19.2226,1.14293,0.3
34,2.66247,42.9365,1.14293,0.3
35,2.69636,27.6931,1.14293,0.3
36,2.68157,51.6112,1.14293,0.3
37,2.72897,37.191,1.14293,0.3
38,2.71158,25.6716,1.14293,0.3
39,2.7162,45.7847,1.22188,0.3
40,2.71882,21.0382,1.22188,0.3
41,2.76772,21.7597,1.22188,0.3
42,2.80262,165.573,1.22188,0.3
43,2.74995,26.9065,1.22188,0.3
44,2.74075,47.9144,1.22188,0.3
45,2.71532,126.14,1.22188,0.3
46,2.75444,29.4912,1.22188,0.3
47,2.79856,41.2277,1.30628,0.3
48,2.90636,92.9868,1.30628,0.3
49,2.84005,27.5414,1.30628,0.3
50,2.71112,52.4806,1.30628,0.3
51,2.7485,44.5151,1.30628,0.3
52,2.81012,61.5088,1.30628,0.3
53,2.86886,45.2543,1.30628,0.3
54,2.75716,53.6295,1.30628,0.3
55,2.84447,178.54,1.39652,0.3
56,2.84818,74.2122,1.39652,0.3
57,2.72722,24.6057,1.39652,0.3
58,2.73863,44.2949,1.39652,0.3
59,2.77964,31.0321,1.39652,0.3
60,2.72915,40.644,1.39652,0.3
61,2.80189,334.752,1.39652,0.3
62,2.74407,64.5252,1.39652,0.3
63,2.80088,681.832,1.49298,0.3
64,2.84652,48.2161,1.49298,0.3
65,2.69934,91.5774,1.49298,0.3
66,2.66558,34.0631,1.49298,0.3
67,2.69875,347.76,1.49298,0.3
68,2.66076,22.4465,1.49298,0.3
69,2.67773,281.17,1.49298,0.3
70,2.65702,148.07,1.49298,0.3
71,2.74007,90.8832,1.49298,0.3
72,2.84654,315.101,1.59612,0.3
73,2.71151,68.3806,1.59612,0.3
74,2.81087,96.3955,1.59612,0.3
75,2.71776,21.6781,1.59612,0.3
76,2.64469,27.792,1.59612,0.3
77,2.71591,124.467,1.59612,0.3
78,2.59635,14.5983,1.59612,0.3
79,2.52543,32.3271,1.59612,0.3
80,2.5393,55.2501,1.59612,0.3
81,2.63717,84.6708,1.59612,0.3
82,2.68242,183.678,1.70637,0.3
83,2.70369,40.424,1.70637,0.3
84,2.56231,15.4945,1.70637,0.3
