step,energy,beta,lambda,delta
0,1.5407,1192,1,0.03
1,1.53844,1920.04,1,0.03
2,1.53727,6908.74,1,0.03
3,1.5351,2210.28,1,0.03
4,1.53271,2633.8,1,0.03
5,1.52933,2391.24,1,0.03
6,1.5278,5606.3,1,0.03
7,1.52492,1391.55,1,0.03
8,1.52294,2523.86,1,0.03
9,1.52225,2570.51,1,0.03
10,1.52048,29822.9,1,0.03
11,1.51809,2748.75,1,0.03
12,1.51619,3402.04,1,0.03
13,1.51494,5297.8,1,0.03
14,1.51388,145363,1,0.03
15,1.51273,7179.63,1,0.03
16,1.51262,6039.38,1,0.03
17,1.51128,5336.02,1,0.03
18,1.50896,2691.42,1,0.03
19,1.50678,4196.65,1,0.03
20,1.50611,1777.96,1,0.03
21,1.50361,1167.73,1,0.03
22,1.50114,1618.59,1,0.03
23,1.49892,1703.75,1,0.03
24,1.49737,14556.7,1,0.03
25,1.49618,3729.28,1,0.03
26,1.49624,3998.41,1,0.03
27,1.49395,6074.16,1,0.03
28,1.4922,2490.48,1,0.03
29,1.48974,1068.53,1,0.03
30,1.48937,12531.9,1,0.03
31,1.48737,1023.04,1,0.03
32,1.486,1628.94,1,0.03
33,1.48306,3696.77,1,0.03
34,1.48198,7718,1,0.03
35,1.47966,2402.99,1,0.03
36,1.47731,7202.68,1,0.03
37,1.47707,2813.15,1,0.03
38,1.47478,1546.35,1,0.03
39,1.47378,5055.71,1,0.03
40,1.47382,7744.18,1.00184,0.03
41,1.47346,7013.54,1.00184,0.03
42,1.47259,3117.19,1.00184,0.03
43,1.47091,1291.99,1.00184,0.03
44,1.4692,1261.23,1.00184,0.03
45,1.46778,2228.16,1.00184,0.03
46,1.46629,1138.02,1.00184,0.03
47,1.46454,2402.78,1.00184,0.03
48,1.46365,7107.89,1.00184,0.03
49,1.46306,12531.9,1.00184,0.03
50,1.46132,1251.31,1.00184,0.03
51,1.45804,943.768,1.00184,0.03
52,1.45759,1664.5,1.00184,0.03
53,1.45749,24691.9,1.00184,0.03
54,1.45606,1620.21,1.00184,0.03
55,1.45444,1191.44,1.00184,0.03
56,1.45071,661.911,1.00184,0.03
57,1.45009,1724.15,1.00184,0.03
58,1.44799,756.927,1.00184,0.03
59,1.44762,7727.18,1.00184,0.03
60,1.4474,2496.86,1.00184,0.03
61,1.44668,2058.72,1.00184,0.03
62,1.44398,793.437,1.00184,0.03
63,1.44318,1753.26,1.00184,0.03
64,1.44053,848.2,1.00184,0.03
65,1.4404,10432.1,1.00184,0.03
66,1.43798,932.443,1.00184,0.03
67,1.43789,48454.5,1.00184,0.03
68,1.43513,1024.91,1.00184,0.03
69,1.43427,6105.36,1.00184,0.03
70,1.43299,1088.69,1.00184,0.03
71,1.43178,5292.89,1.00184,0.03
72,1.42954,1455.33,1.00184,0.03
73,1.43005,3405.08,1.00184,0.03
74,1.42918,1216.77,1.00184,0.03
75,1.42739,1754.47,1.00184,0.03
76,1.42612,1020.58,1.00184,0.03
77,1.42585,20912.1,1.00184,0.03
78,1.42481,3511.25,1.00184,0.03
79,1.42453,8528.34,1.00184,0.03
80,1.42406,1157.47,1.00184,0.03
81,1.42206,1947.68,1.00184,0.03
82,1.41969,2828.8,1.00184,0.03
83,1.4188,1436.61,1.00184,0.03
84,1.41904,121403,1.00369,0.03
85,1.41796,6996.84,1.00369,0.03
86,1.41773,4571.12,1.00369,0.03
87,1.41643,1809.45,1.00369,0.03
88,1.41457,3824.62,1.00369,0.03
89,1.41345,2661.24,1.00369,0.03
90,1.41403,4300.62,1.00369,0.03
91,1.41298,10384.2,1.00369,0.03
92,1.41255,4058.81,1.00369,0.03
93,1.41282,2252.8,1.00554,0.03
94,1.41096,1933.17,1.00554,0.03
95,1.41134,363409,1.00554,0.03
96,1.4111,3553.31,1.00554,0.03
97,1.40889,924.609,1.00554,0.03
98,1.40801,2100.77,1.00554,0.03
99,1.4079,2369.71,1.00554,0.03
100,1.40404,676.57,1.00554,0.03
101,1.40396,3224.05,1.00554,0.03
102,1.40387,1369.91,1.00554,0.03
103,1.40156,2657.5,1.00554,0.03
104,1.40149,9601.38,1.00554,0.03
105,1.39971,11536.8,1.00554,0.03
106,1.39906,3930.67,1.00554,0.03
107,1.39831,934.752,1.00554,0.03
108,1.39926,6472.48,1.00739,0.03
109,1.39752,1220.87,1.00739,0.03
110,1.39627,2654.29,1.00739,0.03
111,1.39294,669.303,1.00739,0.03
112,1.39142,3030.57,1.00739,0.03
113,1.39201,1983.08,1.00739,0.03
114,1.39086,797.064,1.00739,0.03
115,1.39197,2318.99,1.00924,0.03
116,1.38856,592.92,1.00924,0.03
117,1.38888,10245.9,1.00924,0.03
118,1.38589,828.215,1.00924,0.03
119,1.38626,1589.43,1.0111,0.03
120,1.38626,3133.07,1.0111,0.03
121,1.38643,9447.01,1.0111,0.03
122,1.38621,3659.11,1.0111,0.03
123,1.38639,8006.56,1.01297,0.03
124,1.38513,2828.05,1.01297,0.03
125,1.38368,1235.7,1.01297,0.03
126,1.38179,1630.56,1.01297,0.03
127,1.38001,1064.88,1.01297,0.03
128,1.38022,9389.72,1.01297,0.03
129,1.38049,8354.53,1.01483,0.03
130,1.38186,90852.2,1.01483,0.03
131,1.3799,763.293,1.01483,0.03
132,1.37987,38253.6,1.01483,0.03
133,1.37746,1248.09,1.01483,0.03
134,1.37286,837.473,1.01483,0.03
135,1.36916,8973.05,1.01483,0.03
136,1.36663,842.295,1.01483,0.03
137,1.369,12096.5,1.0167,0.03
138,1.36619,1348.38,1.0167,0.03
139,1.36543,727.399,1.0167,0.03
140,1.36558,3265.07,1.0167,0.03
141,1.36623,2453.37,1.01857,0.03
142,1.36841,10233.2,1.01857,0.03
143,1.36698,1328.36,1.01857,0.03
144,1.36668,3385.43,1.01857,0.03
145,1.36611,1002.35,1.01857,0.03
146,1.36514,2765.42,1.01857,0.03
147,1.3633,4822.22,1.01857,0.03
148,1.36355,4779.55,1.02045,0.03
149,1.36335,7395.19,1.02045,0.03
150,1.36321,1348.49,1.02045,0.03
151,1.3628,1772.9,1.02045,0.03
152,1.36222,1266.87,1.02045,0.03
153,1.36198,1685.59,1.02045,0.03
154,1.36019,1505.95,1.02045,0.03
155,1.35967,1019.98,1.02045,0.03
156,1.35997,3962.86,1.02045,0.03
157,1.35869,6265.86,1.02045,0.03
158,1.3582,3747.64,1.02045,0.03
159,1.35745,1342.77,1.02045,0.03
160,1.35759,4322.14,1.02233,0.03
161,1.35447,1447.03,1.02233,0.03
162,1.35256,1089.2,1.02233,0.03
163,1.35169,1014.21,1.02233,0.03
164,1.35103,3492.81,1.02233,0.03
165,1.35059,2498.48,1.02233,0.03
166,1.35125,5380.77,1.02233,0.03
167,1.35114,3461.61,1.02233,0.03
168,1.35006,2056.16,1.02233,0.03
169,1.34827,852.616,1.02233,0.03
170,1.34883,1516.77,1.02421,0.03
171,1.34957,66074.3,1.02421,0.03
172,1.34947,3575.74,1.02421,0.03
173,1.34747,1693.08,1.02421,0.03
174,1.34628,5984.43,1.02421,0.03
175,1.3465,3295.25,1.0261,0.03
176,1.34569,3772.21,1.0261,0.03
177,1.34335,887.69,1.0261,0.03
178,1.34351,1101.34,1.0261,0.03
179,1.34262,4391.68,1.0261,0.03
180,1.34293,2852.64,1.02799,0.03
181,1.34129,1269.18,1.02799,0.03
182,1.34209,3896.67,1.02799,0.03
183,1.34031,1081.24,1.02799,0.03
