step,energy,beta,lambda,delta
0,3.40643,16.4657,1,0.5
1,3.27067,16.4894,1,0.5
2,3.08771,5.52946,1,0.5
3,3.35962,87.5771,1,0.5
4,3.59916,28.7015,1,0.5
5,3.12587,5.83835,1,0.5
6,3.37775,97.5085,1,0.5
7,3.22715,7.23226,1,0.5
8,3.23655,27.7751,1,0.5
9,3.08867,6.31159,1,0.5
10,2.76079,5.24055,1,0.5
11,2.92273,8.67838,1.46052,0.5
12,2.63925,13.9505,1.46052,0.5
13,2.61877,7.8275,1.46052,0.5
14,2.97172,18.4664,1.46052,0.5
15,2.77542,31.4131,1.46052,0.5
16,2.49502,4.43779,1.46052,0.5
17,2.50642,12.253,1.46052,0.5
18,2.76548,22.459,1.46052,0.5
19,2.47174,6.56639,1.46052,0.5
20,2.45209,15.7027,1.46052,0.5
21,2.50043,19.7464,1.46052,0.5
22,2.52882,17.7929,2.13311,0.5
23,2.48363,11.3758,2.13311,0.5
24,2.43534,12.6421,2.13311,0.5
25,2.17605,14.2724,2.13311,0.5
26,1.76371,8.07923,2.13311,0.5
27,1.93851,204.735,2.13311,0.5
28,1.50069,3.74967,2.13311,0.5
29,1.52865,4.65364,2.13311,0.5
30,1.61213,26.8656,2.13311,0.5
31,2.20959,44.7747,2.13311,0.5
32,2.23038,15.9826,3.11544,0.5
33,1.68562,5.90941,3.11544,0.5
34,1.36256,6.69217,3.11544,0.5
35,0.647799,2.53203,3.11544,0.5
36,0.914505,10.5507,3.11544,0.5
37,0.86393,14.2765,3.11544,0.5
38,1.17572,9.28021,3.11544,0.5
39,0.909161,4.52812,3.11544,0.5
40,1.38994,13.2997,3.11544,0.5
41,1.27925,5.00758,3.11544,0.5
42,1.53811,12.7353,3.11544,0.5
43,0.979595,34.1693,3.11544,0.5
44,1.07144,7.49414,4.55016,0.5
45,0.86338,55.0846,4.55016,0.5
46,0.679974,4.98742,4.55016,0.5
47,0.738403,13.2912,4.55016,0.5
48,1.12586,40.3757,4.55016,0.5
49,0.797298,6.05293,4.55016,0.5
50,0.748167,31.5235,4.55016,0.5
51,0.926136,8.14538,4.55016,0.5
52,0.741814,16.3857,4.55016,0.5
53,1.10666,17.3722,4.55016,0.5
54,0.975183,43.7005,4.55016,0.5
55,0.819223,40.7892,4.55016,0.5
56,0.696348,5.18782,4.55016,0.5
57,1.03549,6.2154,6.64558,0.5
58,1.16128,23.5655,6.64558,0.5
59,0.779152,11.3093,6.64558,0.5
60,0.853758,11.8679,6.64558,0.5
61,1.13489,2344.57,6.64558,0.5
62,0.870104,4.34948,6.64558,0.5
63,0.758366,281.167,6.64558,0.5
64,0.598822,4.49227,6.64558,0.5
65,0.607109,14.9861,6.64558,0.5
66,0.680727,9.93192,9.70599,0.5
67,0.757641,52.1478,9.70599,0.5
68,0.564167,10.806,9.70599,0.5
69,0.453173,206.463,9.70599,0.5
70,0.414118,7.82252,9.70599,0.5
71,0.526625,53.115,9.70599,0.5
72,0.735312,13.8121,9.70599,0.5
73,0.572176,26.9659,9.70599,0.5
74,0.861868,45.4778,9.70599,0.5
75,0.948397,54.8322,14.1758,0.5
76,1.14127,154.581,14.1758,0.5
77,1.15847,20.351,14.1758,0.5
78,0.973665,12.1131,14.1758,0.5
79,0.680927,7.14405,14.1758,0.5
80,0.488235,11.9762,14.1758,0.5
81,0.305637,12.1491,14.1758,0.5
82,0.439775,11.8338,14.1758,0.5
83,0.495331,17.8881,14.1758,0.5
84,0.408234,10.1671,14.1758,0.5
85,0.453747,23.8999,20.7039,0.5
86,0.425348,49.48,20.7039,0.5
87,0.304338,8.25359,20.7039,0.5
88,0.220381,13.3411,20.7039,0.5
