step,energy,beta,lambda,delta
0,2.83636,3.05118,1,0.9
1,0.549971,1.69898,1,0.9
2,0.417118,1.80573,1,0.9
3,0.795456,7.34294,1,0.9
4,1.53113,3.3671,1,0.9
5,0.216095,4.07283,1,0.9
6,0.447819,2.21852,1,0.9
7,1.41261,4.37026,1,0.9
8,1.56613,7.4868,2.27921,0.9
9,0.352783,21.7539,2.27921,0.9
10,0.960438,2.43401,2.27921,0.9
11,0.84169,3.52871,2.27921,0.9
12,0.942865,6.62109,2.27921,0.9
13,0.656452,2.39698,2.27921,0.9
14,0.505575,5.55928,2.27921,0.9
15,1.26132,5.22337,2.27921,0.9
16,0.906424,5.53729,2.27921,0.9
17,0.375513,7.25572,2.27921,0.9
18,0.318563,52.236,2.27921,0.9
19,0.476662,3.8368,2.27921,0.9
20,0.183628,2.22137,2.27921,0.9
21,1.20243,10.114,5.19482,0.9
22,0.710941,6.63605,5.19482,0.9
23,0.384256,120.099,5.19482,0.9
24,0.360365,7.35144,5.19482,0.9
25,0.5338,4.66273,5.19482,0.9
26,0.346018,6.528,5.19482,0.9
27,0.0666752,6.58782,5.19482,0.9
28,0.523565,12.96,5.19482,0.9
29,0.244616,17.4404,5.19482,0.9
30,0.351341,4.52073,5.19482,0.9
31,0.371622,18.8891,5.19482,0.9
32,0.484659,6.16269,11.8401,0.9
33,0.416418,12.5313,11.8401,0.9
34,0.366198,6.98404,11.8401,0.9
35,0.173883,23.5766,11.8401,0.9
36,0.273296,7.47478,11.8401,0.9
37,0.332502,10.921,11.8401,0.9
38,0.0225658,7.24438,11.8401,0.9
39,0.153938,7.6027,11.8401,0.9
40,0.249565,42.7582,11.8401,0.9
41,0.203218,5.45116,11.8401,0.9
42,0.283144,20.03,26.9861,0.9
43,0.173756,16.5345,26.9861,0.9
44,0.0999966,22.2936,26.9861,0.9
45,0.0871754,34.7135,26.9861,0.9
46,0.0430393,10.0402,26.9861,0.9
47,0.0758991,19.061,26.9861,0.9
48,0.115343,15.3583,26.9861,0.9
49,0.143854,83.1127,26.9861,0.9
50,0.0990696,17.2555,26.9861,0.9
51,0.107866,58.0576,26.9861,0.9
52,0.116003,582.853,61.5071,0.9
53,0.0212536,38.3535,61.5071,0.9
54,0.0171165,171.566,61.5071,0.9
55,0.0887032,48.0304,61.5071,0.9
56,0.160416,89.7919,61.5071,0.9
57,0.152388,16.7734,61.5071,0.9
58,0.112309,80.1302,61.5071,0.9
59,0.147699,238.684,61.5071,0.9
60,0.162319,67.9903,61.5071,0.9
61,0.0429173,22.7735,61.5071,0.9
62,0.0715351,25.6756,140.188,0.9
63,0.0901337,820.626,140.188,0.9
64,0.0331402,36.8313,140.188,0.9
65,0.0591202,208.32,140.188,0.9
66,0.0445271,194.129,140.188,0.9
67,0.035862,265.553,140.188,0.9
68,0.044405,41.2404,140.188,0.9
69,0.0902252,43.3181,140.188,0.9
70,0.0441341,50.8142,140.188,0.9
71,0.0308876,70.6983,140.188,0.9
72,0.0186214,44.4135,140.188,0.9
73,0.0966625,2390.85,319.518,0.9
74,0.0181255,153.424,319.518,0.9
75,0.0251408,74.9956,319.518,0.9
76,0.0219421,309.514,319.518,0.9
77,0.043602,643.926,319.518,0.9
78,0.0228367,114.439,319.518,0.9
79,0.00666046,62.2388,319.518,0.9
