step,energy,beta,lambda,delta
0,3.47623,5.2887,1,0.5
1,3.29914,11.1605,1,0.5
2,3.53908,36.2158,1,0.5
3,3.29346,26.6125,1,0.5
4,3.56797,22.449,1,0.5
5,3.44902,8.14775,1,0.5
6,3.58766,76.8468,1,0.5
7,3.16949,9.46342,1,0.5
8,3.05255,15.2206,1,0.5
9,2.57284,5.59534,1,0.5
10,1.65155,2.96963,1,0.5
11,1.75898,26.147,1,0.5
12,1.52736,5.26546,1,0.5
13,1.48095,6.59758,1,0.5
14,1.73742,61.3052,1.46052,0.5
15,1.43719,4.2708,1.46052,0.5
16,1.88443,7.79762,1.46052,0.5
17,1.76175,42.7163,1.46052,0.5
18,1.75492,38.9881,1.46052,0.5
19,0.9566,2.4671,1.46052,0.5
20,1.37059,9.00044,1.46052,0.5
21,1.71343,4.06988,1.46052,0.5
22,1.7198,11.1306,1.46052,0.5
23,1.79708,41.8643,2.13311,0.5
24,1.80358,5.16114,2.13311,0.5
25,1.13548,6.83684,2.13311,0.5
26,1.07314,3.32538,2.13311,0.5
27,1.48812,448.1,2.13311,0.5
28,1.66136,8.51418,2.13311,0.5
29,0.943003,4.44738,2.13311,0.5
30,1.27356,10.5892,2.13311,0.5
31,1.20478,3.88256,2.13311,0.5
32,1.07252,12.7311,2.13311,0.5
33,1.07993,4.67151,3.11544,0.5
34,1.1628,9.94247,3.11544,0.5
35,0.985748,5.45264,3.11544,0.5
36,1.24848,34.6136,3.11544,0.5
37,1.36607,6.96439,3.11544,0.5
38,1.39043,7.9363,3.11544,0.5
39,1.03701,8.23323,3.11544,0.5
40,0.971958,16.4665,3.11544,0.5
41,0.982422,33.4604,4.55016,0.5
42,1.03565,13.8501,4.55016,0.5
43,0.907274,7.1111,4.55016,0.5
44,0.789705,7.81035,4.55016,0.5
45,1.31689,81.9558,4.55016,0.5
46,1.27461,48.0946,4.55016,0.5
47,1.03485,120.734,4.55016,0.5
48,0.567524,7.98525,4.55016,0.5
49,1.07678,23.6467,4.55016,0.5
50,1.0794,8.27083,4.55016,0.5
51,0.963823,8.41413,4.55016,0.5
52,0.824148,19.1596,4.55016,0.5
53,1.25166,23.0919,6.64558,0.5
54,0.848112,9.39046,6.64558,0.5
55,0.566105,7.6685,6.64558,0.5
56,0.649668,8.53823,6.64558,0.5
57,0.585733,5.20617,6.64558,0.5
58,0.753029,184.518,6.64558,0.5
59,0.542274,12.1928,6.64558,0.5
60,0.716345,10.6038,6.64558,0.5
61,0.681309,7.70617,6.64558,0.5
62,0.6462,262.389,6.64558,0.5
63,0.790485,13.9621,6.64558,0.5
64,0.968893,43.4306,9.70599,0.5
65,0.682467,5.45862,9.70599,0.5
66,0.752714,180.218,9.70599,0.5
67,0.728861,15.231,9.70599,0.5
68,0.742022,31.3342,9.70599,0.5
69,0.704668,32.9516,9.70599,0.5
70,0.68992,9.12994,9.70599,0.5
71,0.629038,387.017,9.70599,0.5
72,0.704319,17.5683,9.70599,0.5
73,0.681982,10.1521,9.70599,0.5
74,0.453468,12.2034,9.70599,0.5
75,0.616795,22.5785,9.70599,0.5
76,0.628147,16.1982,14.1758,0.5
77,0.485983,70.0754,14.1758,0.5
78,0.416807,14.0602,14.1758,0.5
79,0.448605,31.165,14.1758,0.5
80,0.305893,7.71602,14.1758,0.5
81,0.492987,42.052,14.1758,0.5
82,0.432901,19.0515,14.1758,0.5
83,0.578848,36.4163,14.1758,0.5
84,0.577461,32.5317,14.1758,0.5
85,0.476727,15.4056,14.1758,0.5
86,0.559313,21.2182,14.1758,0.5
87,0.478735,19.7545,14.1758,0.5
88,0.313663,12.3745,14.1758,0.5
89,0.464186,56.6979,20.7039,0.5
90,0.361538,12.3592,20.7039,0.5
