step,energy,beta,lambda,delta
0,1.52826,756.09,1,0.03
1,1.52699,5120.65,1,0.03
2,1.5252,3342.6,1,0.03
3,1.52412,3503.84,1,0.03
4,1.52187,13977.3,1,0.03
5,1.51908,1713.37,1,0.03
6,1.51668,4818.52,1,0.03
7,1.51421,1968.98,1,0.03
8,1.513,19264.4,1,0.03
9,1.51287,8381.04,1,0.03
10,1.51061,1207.16,1,0.03
11,1.50917,2637.12,1,0.03
12,1.50755,6979.15,1,0.03
13,1.50553,33037.2,1,0.03
14,1.50447,2930.43,1,0.03
15,1.50121,1225.75,1,0.03
16,1.50065,7896.01,1,0.03
17,1.49933,3391.45,1,0.03
18,1.49649,6499.51,1,0.03
19,1.49479,2610.71,1,0.03
20,1.49257,3565.26,1,0.03
21,1.48965,1054.96,1,0.03
22,1.48669,967.273,1,0.03
23,1.48579,3025,1,0.03
24,1.48452,3336.7,1,0.03
25,1.48137,1086.79,1,0.03
26,1.48037,2486.96,1,0.03
27,1.47935,2822.54,1,0.03
28,1.47716,2242.28,1,0.03
29,1.4754,1943.42,1,0.03
30,1.47376,2439.07,1,0.03
31,1.47314,11666.6,1,0.03
32,1.472,4781.74,1,0.03
33,1.46863,836.036,1,0.03
34,1.4673,1433.67,1,0.03
35,1.46699,5263.4,1,0.03
36,1.46634,6922.84,1,0.03
37,1.46576,1760.73,1,0.03
38,1.46312,3354.63,1,0.03
39,1.46197,103831,1,0.03
40,1.46015,805.899,1,0.03
41,1.45929,3847.86,1,0.03
42,1.45691,1255.21,1,0.03
43,1.45564,16368.3,1,0.03
44,1.4545,17820.1,1,0.03
45,1.45217,1953.94,1,0.03
46,1.45094,1040.67,1,0.03
47,1.45017,2541.33,1,0.03
48,1.44844,9695.11,1,0.03
49,1.44823,7733.31,1,0.03
50,1.44736,1622.56,1,0.03
51,1.44809,18636.6,1,0.03
52,1.44575,13643,1,0.03
53,1.44587,5807.83,1.00184,0.03
54,1.44474,2174.68,1.00184,0.03
55,1.44285,5614.16,1.00184,0.03
56,1.44117,6222.65,1.00184,0.03
57,1.43983,15153.3,1.00184,0.03
58,1.44121,5038.56,1.00184,0.03
59,1.43907,1680.29,1.00184,0.03
60,1.43769,2115.62,1.00184,0.03
61,1.437,2718.48,1.00184,0.03
62,1.43511,2421.33,1.00184,0.03
63,1.4328,1662.1,1.00184,0.03
64,1.43084,1096.41,1.00184,0.03
65,1.42904,1413.13,1.00184,0.03
66,1.42792,5927.75,1.00184,0.03
67,1.42682,10237.8,1.00184,0.03
68,1.42527,1167.48,1.00184,0.03
69,1.42284,1155.22,1.00184,0.03
70,1.42359,27954.5,1.00369,0.03
71,1.42355,1074.55,1.00369,0.03
72,1.42106,960.303,1.00369,0.03
73,1.42042,103831,1.00369,0.03
74,1.41859,1250.76,1.00369,0.03
75,1.41807,4469.78,1.00369,0.03
76,1.41776,6909.25,1.00369,0.03
77,1.41591,12103.5,1.00369,0.03
78,1.41471,3073.88,1.00369,0.03
79,1.41161,1817.22,1.00369,0.03
80,1.41059,2200.72,1.00369,0.03
81,1.40825,1750.36,1.00369,0.03
82,1.40836,2717.91,1.00369,0.03
83,1.40801,2279.2,1.00369,0.03
84,1.40614,696.849,1.00369,0.03
85,1.40448,824.899,1.00369,0.03
86,1.40301,13459.9,1.00369,0.03
87,1.40189,1695.26,1.00369,0.03
88,1.40073,1390.46,1.00369,0.03
89,1.40042,2579.08,1.00369,0.03
90,1.39975,1430.06,1.00369,0.03
91,1.39752,3037.65,1.00369,0.03
92,1.39477,955.561,1.00369,0.03
93,1.39326,5919.7,1.00369,0.03
94,1.39257,1268.12,1.00369,0.03
95,1.39098,2729.52,1.00369,0.03
96,1.38894,22024.8,1.00369,0.03
97,1.38606,725.62,1.00369,0.03
98,1.38458,910.832,1.00369,0.03
99,1.38409,2350.56,1.00369,0.03
100,1.38341,1496.27,1.00369,0.03
101,1.38273,1251.23,1.00369,0.03
102,1.38248,2613.05,1.00369,0.03
103,1.38158,2869.09,1.00369,0.03
104,1.38189,1443.58,1.00554,0.03
105,1.38116,1729.47,1.00554,0.03
106,1.3829,56396.2,1.00554,0.03
107,1.38308,2258.45,1.00739,0.03
108,1.38134,14843.7,1.00739,0.03
109,1.37829,758.152,1.00739,0.03
110,1.37767,1011.84,1.00739,0.03
111,1.37849,15349,1.00739,0.03
112,1.37623,1057.48,1.00739,0.03
113,1.37432,2237.44,1.00739,0.03
114,1.37613,17355.3,1.00924,0.03
115,1.37425,767.882,1.00924,0.03
116,1.37406,1323.61,1.00924,0.03
117,1.37454,3581.05,1.00924,0.03
118,1.37304,1647.33,1.00924,0.03
119,1.3726,3049.41,1.00924,0.03
120,1.36976,1088.77,1.00924,0.03
121,1.36951,1237.84,1.00924,0.03
122,1.36971,4339.9,1.0111,0.03
123,1.36873,4710.05,1.0111,0.03
124,1.36818,60568.1,1.0111,0.03
125,1.36831,3774.81,1.0111,0.03
126,1.36748,1798.68,1.0111,0.03
127,1.36742,2201.75,1.0111,0.03
128,1.36549,1218.56,1.0111,0.03
129,1.36253,12531.3,1.0111,0.03
130,1.36001,825.953,1.0111,0.03
131,1.35806,625.393,1.0111,0.03
132,1.35749,2855.71,1.0111,0.03
133,1.35778,906.195,1.01297,0.03
134,1.35807,2243.23,1.01297,0.03
135,1.35541,1606.45,1.01297,0.03
136,1.35585,8932.51,1.01483,0.03
137,1.35408,6159.47,1.01483,0.03
138,1.35469,4854.9,1.01483,0.03
139,1.35371,1709.63,1.01483,0.03
140,1.35327,1604.49,1.01483,0.03
141,1.35301,103831,1.01483,0.03
142,1.35219,38758.4,1.01483,0.03
143,1.35173,1459.67,1.01483,0.03
144,1.3525,2217.36,1.0167,0.03
145,1.35077,2866.27,1.0167,0.03
146,1.35211,3094.97,1.0167,0.03
147,1.34987,903.108,1.0167,0.03
148,1.34866,1688.62,1.0167,0.03
149,1.34676,1023.01,1.0167,0.03
150,1.34859,3171.58,1.01857,0.03
151,1.34957,4588.91,1.01857,0.03
152,1.35119,7008.24,1.02045,0.03
153,1.3502,854.062,1.02045,0.03
154,1.34883,1329.63,1.02045,0.03
155,1.34681,1075.22,1.02045,0.03
156,1.34644,2560.25,1.02045,0.03
157,1.34705,1884.7,1.02045,0.03
158,1.34586,1970.35,1.02045,0.03
159,1.34545,3313.14,1.02045,0.03
160,1.34584,2910.06,1.02233,0.03
161,1.34562,1256.38,1.02233,0.03
162,1.34389,953.892,1.02233,0.03
163,1.34257,3343.26,1.02233,0.03
164,1.33941,659.935,1.02233,0.03
165,1.33959,4475.47,1.02233,0.03
166,1.33789,2305.04,1.02233,0.03
167,1.33595,1805.85,1.02233,0.03
168,1.33076,1527.27,1.02233,0.03
169,1.33047,2018.38,1.02233,0.03
170,1.33028,1753.78,1.02233,0.03
171,1.32929,4378.91,1.02233,0.03
172,1.32811,1386.23,1.02233,0.03
173,1.32886,1499.42,1.02421,0.03
174,1.32959,11182.2,1.02421,0.03
175,1.32942,4609.06,1.02421,0.03
176,1.32964,8514.06,1.0261,0.03
177,1.32996,10256.3,1.0261,0.03
178,1.3301,1146.47,1.02799,0.03
179,1.33081,2196.04,1.02799,0.03
180,1.33069,72681.7,1.02799,0.03
181,1.33096,1964.39,1.02988,0.03
182,1.33014,4028.56,1.02988,0.03
183,1.32878,1976.56,1.02988,0.03
184,1.32719,632.814,1.02988,0.03
185,1.33051,3026.5,1.02988,0.03
186,1.33051,7937.55,1.03178,0.03
187,1.33065,1645.12,1.03178,0.03
188,1.32869,1626.93,1.03178,0.03
189,1.33033,3565.09,1.03368,0.03
190,1.32886,713.664,1.03368,0.03
191,1.32789,1808.89,1.03368,0.03
192,1.32872,17824,1.03368,0.03
193,1.32812,1492.66,1.03368,0.03
194,1.32637,2656.19,1.03368,0.03
195,1.3257,2308.14,1.03368,0.03
196,1.32272,977.283,1.03368,0.03
197,1.32359,1773.39,1.03558,0.03
198,1.32243,1117.9,1.03558,0.03
199,1.3229,1934.77,1.03558,0.03
200,1.32416,2153.31,1.03749,0.03
201,1.32411,2437.4,1.03749,0.03
202,1.32239,1014.1,1.03749,0.03
203,1.32237,3478.96,1.03749,0.03
204,1.32269,39370.1,1.03749,0.03
205,1.31922,961.52,1.03749,0.03
206,1.32029,12680.2,1.0394,0.03
207,1.31845,2070.7,1.0394,0.03
208,1.3174,1883.38,1.0394,0.03
209,1.31664,1861.68,1.0394,0.03
210,1.3148,7987,1.0394,0.03
211,1.31465,1695.58,1.0394,0.03
212,1.3151,5310.18,1.0394,0.03
213,1.31409,1032.64,1.0394,0.03
214,1.31388,2833.68,1.0394,0.03
215,1.31138,752.9,1.0394,0.03
216,1.31094,2049.61,1.0394,0.03
217,1.31241,23446.7,1.04132,0.03
218,1.31419,2344.8,1.04132,0.03
219,1.31412,2537.99,1.04132,0.03
220,1.3152,1830.2,1.04324,0.03
221,1.31577,60568.1,1.04324,0.03
222,1.3152,1409.64,1.04324,0.03
223,1.31425,6032.43,1.04324,0.03
224,1.31427,2939.11,1.04516,0.03
225,1.31225,4037.56,1.04516,0.03
226,1.31142,1427.69,1.04516,0.03
227,1.30815,476.92,1.04516,0.03
228,1.31004,18332.9,1.04516,0.03
229,1.30915,892.985,1.04516,0.03
230,1.30865,2611.08,1.04516,0.03
231,1.30574,904.811,1.04516,0.03
232,1.30444,2159.25,1.04516,0.03
233,1.30205,840.832,1.04516,0.03
234,1.30436,2381.14,1.04708,0.03
