step,energy,beta,lambda,delta
0,3.15052,3.29779,1,0.9
1,2.44851,3.6189,1,0.9
2,2.52721,5.00273,1,0.9
3,2.71784,9.74263,1,0.9
4,3.24261,10.2549,1,0.9
5,2.72666,2.72068,1,0.9
6,2.07918,4.8517,1,0.9
7,0.628862,7.81255,1,0.9
8,0.722334,4.50445,1,0.9
9,1.43956,12.0708,2.27921,0.9
10,0.968964,5.16017,2.27921,0.9
11,0.463594,10.9672,2.27921,0.9
12,0.708376,8.60646,2.27921,0.9
13,0.0720463,2.0379,2.27921,0.9
14,0.109221,2.69526,2.27921,0.9
15,0.606607,4.39111,2.27921,0.9
16,0.487823,3.27561,2.27921,0.9
17,0.202097,6.13037,2.27921,0.9
18,0.632641,2.51871,2.27921,0.9
19,0.411314,7.9105,2.27921,0.9
20,0.492203,29.666,5.19482,0.9
21,0.699326,2.86204,5.19482,0.9
22,0.56806,7.38856,5.19482,0.9
23,0.259439,58.1344,5.19482,0.9
24,0.198341,7.37847,5.19482,0.9
25,0.123034,8.03408,5.19482,0.9
26,0.0660725,4.17711,5.19482,0.9
27,0.296186,8.04061,5.19482,0.9
28,0.330355,6.41589,5.19482,0.9
29,0.14756,5.39548,5.19482,0.9
30,0.558416,7.67604,5.19482,0.9
31,0.103378,12.4295,5.19482,0.9
32,0.475012,8.86898,11.8401,0.9
33,0.169565,7.26007,11.8401,0.9
34,0.464733,35.9518,11.8401,0.9
35,0.272053,12.5761,11.8401,0.9
36,0.523451,77.1405,11.8401,0.9
37,0.186544,8.67653,11.8401,0.9
38,0.14695,115.681,11.8401,0.9
39,0.0877705,22.4317,11.8401,0.9
40,0.321898,17.4588,11.8401,0.9
41,0.272284,100.334,11.8401,0.9
42,0.415174,31.8898,11.8401,0.9
43,0.38426,24.6426,11.8401,0.9
44,0.525887,15.4336,26.9861,0.9
45,0.357662,53.8467,26.9861,0.9
46,0.305418,58.9171,26.9861,0.9
47,0.0981693,14.1017,26.9861,0.9
48,0.0957336,44.139,26.9861,0.9
49,0.130772,21.8918,26.9861,0.9
50,0.0609684,52.3246,26.9861,0.9
51,0.0989132,19.7594,26.9861,0.9
52,0.143219,10.6288,26.9861,0.9
53,0.186913,61.6087,26.9861,0.9
54,0.132153,31.0507,26.9861,0.9
55,0.110575,9.51306,26.9861,0.9
56,0.149546,122.808,61.5071,0.9
57,0.0598106,24.6654,61.5071,0.9
58,0.0348473,16.4181,61.5071,0.9
59,0.0544376,24.9541,61.5071,0.9
60,0.0669689,107.757,61.5071,0.9
61,0.130136,20.8291,61.5071,0.9
62,0.0435162,36.1284,61.5071,0.9
63,0.0706501,6265.67,61.5071,0.9
64,0.105843,402.225,140.188,0.9
65,0.0485096,33.0731,140.188,0.9
66,0.0374184,222.896,140.188,0.9
67,0.0319347,158.964,140.188,0.9
68,0.0437164,39.3987,140.188,0.9
69,0.0275326,50.6277,140.188,0.9
70,0.0357914,64.4882,140.188,0.9
71,0.0799789,74.439,140.188,0.9
72,0.0121918,29.7909,140.188,0.9
73,0.0290985,44.1752,140.188,0.9
74,0.0317421,32.2011,319.518,0.9
75,0.00623703,49.8096,319.518,0.9
