step,energy,beta,lambda,delta
0,1.53343,230.344,1,0.03
1,1.53168,10539.6,1,0.03
2,1.53019,13214.9,1,0.03
3,1.52862,38506.8,1,0.03
4,1.5265,7906.64,1,0.03
5,1.52485,2655.7,1,0.03
6,1.52354,1873.15,1,0.03
7,1.52149,2211.95,1,0.03
8,1.51937,2188.96,1,0.03
9,1.51724,5073.3,1,0.03
10,1.51521,3423.86,1,0.03
11,1.5137,1355.06,1,0.03
12,1.51214,2755.62,1,0.03
13,1.51047,1374.19,1,0.03
14,1.50903,45426.1,1,0.03
15,1.50788,1492.44,1,0.03
16,1.50545,2045.96,1,0.03
17,1.50505,24227.8,1,0.03
18,1.50319,5142.23,1,0.03
19,1.50314,22754,1,0.03
20,1.50197,4289.47,1,0.03
21,1.5002,1369.57,1,0.03
22,1.49838,2722.96,1,0.03
23,1.49696,2310.54,1,0.03
24,1.4958,3687.3,1,0.03
25,1.49459,5988.19,1,0.03
26,1.49299,242272,1,0.03
27,1.49195,3174.32,1,0.03
28,1.49149,1625.58,1,0.03
29,1.49019,3179.76,1,0.03
30,1.48833,3011.51,1,0.03
31,1.48666,2964.15,1,0.03
32,1.48471,2746.74,1,0.03
33,1.4824,2079.08,1,0.03
34,1.48182,2444.31,1,0.03
35,1.48005,1996.96,1,0.03
36,1.4786,10244.4,1,0.03
37,1.47698,9705.85,1,0.03
38,1.47439,1707.45,1,0.03
39,1.47396,2197.6,1,0.03
40,1.47303,1346.03,1,0.03
41,1.47138,2366.1,1,0.03
42,1.47028,2593.87,1,0.03
43,1.46964,2019.11,1,0.03
44,1.46915,3867.32,1,0.03
45,1.46868,14543.2,1,0.03
46,1.4669,1019.68,1,0.03
47,1.46432,6159.85,1,0.03
48,1.46325,4254.54,1,0.03
49,1.46102,1254.25,1,0.03
50,1.46055,9654.26,1,0.03
51,1.45928,5750.31,1,0.03
52,1.45729,7900.2,1,0.03
53,1.45431,3973.72,1,0.03
54,1.45459,19128.3,1,0.03
55,1.45237,2825.37,1,0.03
56,1.45196,3110.63,1,0.03
57,1.45004,4760.97,1,0.03
58,1.4483,1155.74,1,0.03
59,1.44658,1613.37,1,0.03
60,1.44689,13214.9,1.00184,0.03
61,1.4461,4001.55,1.00184,0.03
62,1.44377,2928.31,1.00184,0.03
63,1.44352,2708.93,1.00184,0.03
64,1.44156,1314.9,1.00184,0.03
65,1.44123,26699.3,1.00184,0.03
66,1.44012,1823.1,1.00184,0.03
67,1.43978,121136,1.00184,0.03
68,1.43819,2371.53,1.00184,0.03
69,1.43793,1770.11,1.00184,0.03
70,1.43607,2271.85,1.00184,0.03
71,1.43582,8043.05,1.00184,0.03
72,1.43278,8863.66,1.00184,0.03
73,1.43209,1754.88,1.00184,0.03
74,1.4314,23465.7,1.00184,0.03
75,1.43085,1589.48,1.00184,0.03
76,1.42809,997.169,1.00184,0.03
77,1.42598,2052.78,1.00184,0.03
78,1.4245,1689.31,1.00184,0.03
79,1.42405,2622.66,1.00184,0.03
80,1.42262,4773.01,1.00184,0.03
81,1.4188,663.17,1.00184,0.03
82,1.417,5506.19,1.00184,0.03
83,1.41448,1346.8,1.00184,0.03
84,1.41485,5573.86,1.00184,0.03
85,1.41291,1860.94,1.00184,0.03
86,1.41191,2035.32,1.00184,0.03
87,1.40974,2662.98,1.00184,0.03
88,1.4073,1059.43,1.00184,0.03
89,1.40591,861.111,1.00184,0.03
90,1.40623,10328.4,1.00369,0.03
91,1.40516,4103.82,1.00369,0.03
92,1.4048,958.669,1.00369,0.03
93,1.40132,1729.42,1.00369,0.03
94,1.39982,1378.77,1.00369,0.03
95,1.39931,5415.31,1.00369,0.03
96,1.39687,3349.55,1.00369,0.03
97,1.39529,962.633,1.00369,0.03
98,1.393,2956.23,1.00369,0.03
99,1.39074,1801.21,1.00369,0.03
100,1.39134,5272.77,1.00369,0.03
101,1.38964,4877.97,1.00369,0.03
102,1.38898,2111.48,1.00369,0.03
103,1.38872,11522.5,1.00369,0.03
104,1.38716,1348.07,1.00369,0.03
105,1.3869,8268.8,1.00369,0.03
106,1.38635,25062.7,1.00369,0.03
107,1.38618,10422.5,1.00369,0.03
108,1.38512,1634.64,1.00369,0.03
109,1.38533,2535.93,1.00554,0.03
110,1.38496,2310.98,1.00554,0.03
111,1.38521,2481.45,1.00554,0.03
112,1.38535,3836.88,1.00739,0.03
113,1.38402,2517.65,1.00739,0.03
114,1.38222,1570.45,1.00739,0.03
115,1.38015,1339.37,1.00739,0.03
116,1.37831,1109.63,1.00739,0.03
117,1.37708,9563.39,1.00739,0.03
118,1.37804,7382.49,1.00739,0.03
119,1.37893,3020.04,1.00924,0.03
120,1.37666,809.365,1.00924,0.03
121,1.37495,871.422,1.00924,0.03
122,1.37389,7650.84,1.00924,0.03
123,1.37539,2765.91,1.00924,0.03
124,1.37233,776.911,1.00924,0.03
125,1.37186,2777.34,1.00924,0.03
126,1.37164,1739.11,1.00924,0.03
127,1.37216,6034.53,1.0111,0.03
128,1.37167,2351.69,1.0111,0.03
129,1.37041,1259.22,1.0111,0.03
130,1.36968,1060.43,1.0111,0.03
131,1.36978,2844.13,1.0111,0.03
132,1.37086,30270.9,1.01297,0.03
133,1.36915,3164.79,1.01297,0.03
134,1.36949,2876.27,1.01297,0.03
135,1.36916,3460.29,1.01297,0.03
136,1.36802,1635.54,1.01297,0.03
137,1.36937,1342.2,1.01483,0.03
138,1.36986,6654.29,1.01483,0.03
139,1.36855,2234.82,1.01483,0.03
140,1.36698,810.502,1.01483,0.03
141,1.36568,5819.37,1.01483,0.03
142,1.3647,2221.08,1.01483,0.03
143,1.36452,2243.91,1.01483,0.03
144,1.36323,2500.23,1.01483,0.03
145,1.36204,1420.9,1.01483,0.03
146,1.36016,1294.23,1.01483,0.03
147,1.35782,2764.86,1.01483,0.03
148,1.35742,1842.45,1.01483,0.03
149,1.3554,2187.62,1.01483,0.03
150,1.35212,5266.93,1.01483,0.03
151,1.35118,1949.41,1.01483,0.03
152,1.35027,1117.83,1.01483,0.03
153,1.34734,3708.3,1.01483,0.03
154,1.34628,685.483,1.01483,0.03
155,1.34544,1132.35,1.01483,0.03
156,1.34479,5437.61,1.01483,0.03
157,1.34385,1551.59,1.01483,0.03
158,1.34438,9259.91,1.0167,0.03
159,1.34183,12319.1,1.0167,0.03
160,1.34204,1240.28,1.0167,0.03
161,1.34007,663.83,1.0167,0.03
162,1.34035,14620.2,1.01857,0.03
163,1.33905,1662.57,1.01857,0.03
164,1.33824,1249.44,1.01857,0.03
165,1.33708,1203.47,1.01857,0.03
166,1.33668,1006.94,1.01857,0.03
167,1.3367,2311.9,1.01857,0.03
168,1.33463,1404.81,1.01857,0.03
169,1.33372,906.291,1.01857,0.03
170,1.33303,11234.1,1.01857,0.03
171,1.33344,2853.99,1.02045,0.03
172,1.33069,582.825,1.02045,0.03
173,1.32783,2979.09,1.02045,0.03
174,1.32769,3727.78,1.02045,0.03
175,1.3272,1757.81,1.02045,0.03
176,1.32709,2096.04,1.02045,0.03
177,1.32406,716.321,1.02045,0.03
178,1.32513,1981.01,1.02045,0.03
179,1.32441,6796.34,1.02045,0.03
180,1.32697,8911.77,1.02233,0.03
181,1.32736,1273.37,1.02233,0.03
182,1.32633,982.123,1.02233,0.03
183,1.32654,4421.97,1.02421,0.03
184,1.32555,1347.41,1.02421,0.03
185,1.32301,997.218,1.02421,0.03
186,1.32103,1284.01,1.02421,0.03
187,1.32174,1579.37,1.02421,0.03
188,1.32034,1351.16,1.02421,0.03
189,1.31844,11182,1.02421,0.03
190,1.31597,853.823,1.02421,0.03
191,1.31562,9318.18,1.02421,0.03
192,1.31264,1104.15,1.02421,0.03
193,1.311,1327.57,1.02421,0.03
194,1.30966,1013.99,1.02421,0.03
195,1.30695,767.396,1.02421,0.03
196,1.30555,4087.04,1.02421,0.03
197,1.30558,2091.57,1.0261,0.03
198,1.30596,7399.05,1.0261,0.03
199,1.30361,624.685,1.0261,0.03
200,1.30426,2280.46,1.02799,0.03
201,1.30349,1292.75,1.02799,0.03
202,1.30467,2556.83,1.02799,0.03
203,1.30318,2972.62,1.02799,0.03
204,1.30515,1827.15,1.02988,0.03
205,1.30711,3310.26,1.02988,0.03
206,1.30445,2184.89,1.02988,0.03
207,1.30292,10094.7,1.02988,0.03
208,1.3026,19127.7,1.02988,0.03
209,1.30266,877.941,1.03178,0.03
210,1.30094,719.374,1.03178,0.03
211,1.2994,1689.04,1.03178,0.03
212,1.29989,5888.13,1.03178,0.03
213,1.29909,672.799,1.03178,0.03
214,1.29825,1131.35,1.03178,0.03
215,1.29821,3237.92,1.03178,0.03
216,1.30013,2765.3,1.03368,0.03
217,1.30188,4212.76,1.03368,0.03
218,1.30273,33037.2,1.03558,0.03
219,1.30159,13313,1.03558,0.03
220,1.30058,1044.3,1.03558,0.03
221,1.30016,988.382,1.03558,0.03
222,1.30143,1513.3,1.03558,0.03
223,1.30242,6977.34,1.03749,0.03
224,1.30132,2751.23,1.03749,0.03
225,1.30205,4157.09,1.03749,0.03
226,1.30211,2539.21,1.0394,0.03
227,1.3014,973.29,1.0394,0.03
228,1.29993,2049.84,1.0394,0.03
229,1.2994,1420.19,1.0394,0.03
230,1.30059,1771.63,1.0394,0.03
231,1.29846,646.646,1.0394,0.03
232,1.29807,2515.03,1.0394,0.03
233,1.29951,2823.73,1.04132,0.03
234,1.30017,1186.55,1.04132,0.03
235,1.29937,2500.52,1.04132,0.03
236,1.2992,1298.61,1.04132,0.03
237,1.29914,3254.99,1.04132,0.03
238,1.29968,2415.8,1.04324,0.03
239,1.30007,7103.44,1.04324,0.03
240,1.29741,786.834,1.04324,0.03
241,1.29734,29072.8,1.04324,0.03
242,1.29901,6437.7,1.04516,0.03
243,1.29943,1449.72,1.04516,0.03
244,1.30066,363409,1.04708,0.03
245,1.30033,12114.3,1.04708,0.03
246,1.29913,1579.37,1.04708,0.03
247,1.29972,6249.63,1.04708,0.03
248,1.29825,2043.84,1.04708,0.03
249,1.29889,60568.1,1.04901,0.03
250,1.29691,90852.2,1.04901,0.03
251,1.29664,1724.46,1.04901,0.03
252,1.29515,842.596,1.04901,0.03
253,1.29595,2442.61,1.04901,0.03
254,1.29765,2228.45,1.05094,0.03
255,1.29675,1050.97,1.05094,0.03
256,1.29524,3025.67,1.05094,0.03
257,1.29317,1881.08,1.05094,0.03
258,1.29313,865.238,1.05094,0.03
259,1.29326,888.685,1.05094,0.03
260,1.2944,2661.47,1.05288,0.03
261,1.29618,3297.63,1.05288,0.03
262,1.29469,2814.38,1.05288,0.03
263,1.29327,1406.84,1.05288,0.03
264,1.29033,575.323,1.05288,0.03
265,1.29088,1790.65,1.05482,0.03
266,1.2889,745.253,1.05482,0.03
267,1.28747,826.643,1.05482,0.03
268,1.28906,21377,1.05482,0.03
269,1.28622,654.303,1.05482,0.03
270,1.2874,4958.56,1.05676,0.03
271,1.28789,3026.94,1.05676,0.03
272,1.2903,9318.39,1.05871,0.03
273,1.28879,4486.64,1.05871,0.03
274,1.28751,865.489,1.05871,0.03
275,1.28715,3292.22,1.05871,0.03
276,1.28631,924.986,1.05871,0.03
277,1.28475,1049.09,1.05871,0.03
278,1.2852,5077.59,1.05871,0.03
279,1.28569,1433.19,1.06066,0.03
280,1.28733,3230.36,1.06066,0.03
281,1.28633,3064.39,1.06066,0.03
282,1.28647,2223.78,1.06261,0.03
283,1.28696,1143.56,1.06261,0.03
284,1.28634,3057.18,1.06261,0.03
285,1.28703,724.778,1.06457,0.03
286,1.28618,828.241,1.06457,0.03
287,1.28697,1876.25,1.06457,0.03
288,1.28864,7193.83,1.06653,0.03
289,1.288,682.466,1.06653,0.03
290,1.28837,1359.28,1.06653,0.03
291,1.28589,6320.15,1.06653,0.03
292,1.28704,2240.06,1.0685,0.03
293,1.28824,1587.03,1.0685,0.03
294,1.28634,1433.13,1.0685,0.03
295,1.28825,3709.48,1.07046,0.03
296,1.28741,7511.4,1.07046,0.03
297,1.28805,1318.83,1.07046,0.03
298,1.28899,8452.84,1.07244,0.03
299,1.28745,711.604,1.07244,0.03
300,1.28666,5687.1,1.07244,0.03
301,1.28671,3851.36,1.07244,0.03
302,1.28665,1367.16,1.07244,0.03
303,1.28776,1899.92,1.07441,0.03
304,1.28965,5240.3,1.07441,0.03
305,1.28833,5002.92,1.07441,0.03
306,1.28469,452.017,1.07441,0.03
307,1.28198,1644.96,1.07441,0.03
308,1.28215,6324.8,1.07639,0.03
309,1.28062,1270.76,1.07639,0.03
310,1.27965,1740.33,1.07639,0.03
311,1.28016,4277.75,1.07639,0.03
312,1.28025,3218.12,1.07837,0.03
313,1.27801,698.125,1.07837,0.03
314,1.27925,1387.39,1.07837,0.03
315,1.27971,2274.65,1.08036,0.03
316,1.27834,1676.49,1.08036,0.03
317,1.27825,904.334,1.08036,0.03
318,1.27769,1435.36,1.08036,0.03
319,1.27722,2152.67,1.08036,0.03
320,1.27716,997.944,1.08036,0.03
321,1.27651,743.521,1.08036,0.03
322,1.27896,13730.3,1.08036,0.03
323,1.27711,1105.79,1.08036,0.03
324,1.27564,1140.88,1.08036,0.03
325,1.27362,1225.55,1.08036,0.03
326,1.27357,4275.48,1.08036,0.03
327,1.27204,1097.62,1.08036,0.03
328,1.27164,1133.97,1.08036,0.03
329,1.27032,3950.13,1.08036,0.03
330,1.26922,1761.17,1.08036,0.03
331,1.27009,3017.06,1.08235,0.03
332,1.2699,9200.22,1.08235,0.03
333,1.27085,1922.82,1.08235,0.03
334,1.26906,856.339,1.08235,0.03
