step,energy,beta,lambda,delta
0,1.53143,638.454,1,0.03
1,1.52954,8629.5,1,0.03
2,1.52892,2743.98,1,0.03
3,1.52612,1280.45,1,0.03
4,1.52274,1640.78,1,0.03
5,1.52149,26919.2,1,0.03
6,1.51927,4391.11,1,0.03
7,1.51736,6745.01,1,0.03
8,1.51555,3049.57,1,0.03
9,1.51444,3663.39,1,0.03
10,1.51307,40378.7,1,0.03
11,1.51147,17727.3,1,0.03
12,1.50817,1202.1,1,0.03
13,1.50681,2867.85,1,0.03
14,1.50571,3507.76,1,0.03
15,1.50337,9730.19,1,0.03
16,1.50077,2057.57,1,0.03
17,1.49883,1891.28,1,0.03
18,1.49731,2016.97,1,0.03
19,1.49586,8686.72,1,0.03
20,1.49356,1877.19,1,0.03
21,1.49029,1522.49,1,0.03
22,1.48944,2551.12,1,0.03
23,1.48897,2637.41,1,0.03
24,1.48743,1907.4,1,0.03
25,1.48653,7352.96,1,0.03
26,1.48612,7271.47,1,0.03
27,1.48435,1613.15,1,0.03
28,1.48303,23241.3,1,0.03
29,1.48114,3602.6,1,0.03
30,1.47978,2098.73,1,0.03
31,1.47997,4705.82,1,0.03
32,1.47841,2560.82,1,0.03
33,1.47669,9568.31,1,0.03
34,1.47501,1670.89,1,0.03
35,1.47585,4317.84,1.00184,0.03
36,1.47522,6224.56,1.00184,0.03
37,1.47336,40554.9,1.00184,0.03
38,1.47105,3188.11,1.00184,0.03
39,1.46948,1443.03,1.00184,0.03
40,1.46712,1278.1,1.00184,0.03
41,1.46652,3617.48,1.00184,0.03
42,1.46569,2127.15,1.00184,0.03
43,1.46482,2324.81,1.00184,0.03
44,1.46362,1365.32,1.00184,0.03
45,1.46274,30284.1,1.00184,0.03
46,1.46072,8460.38,1.00184,0.03
47,1.46017,3155.4,1.00184,0.03
48,1.45864,48455.1,1.00184,0.03
49,1.45748,3106.12,1.00184,0.03
50,1.45584,3671.37,1.00184,0.03
51,1.45449,2537.37,1.00184,0.03
52,1.45312,22040.2,1.00184,0.03
53,1.45306,90852.2,1.00184,0.03
54,1.45113,3056.64,1.00184,0.03
55,1.4509,2699.84,1.00184,0.03
56,1.45036,2863.46,1.00184,0.03
57,1.4496,2090.03,1.00184,0.03
58,1.44779,11233.2,1.00184,0.03
59,1.44583,1911.3,1.00184,0.03
60,1.44498,2187.52,1.00184,0.03
61,1.44405,3456.39,1.00184,0.03
62,1.44374,3266.53,1.00184,0.03
63,1.44153,15142,1.00184,0.03
64,1.4399,1780.67,1.00184,0.03
65,1.44001,3602.5,1.00184,0.03
66,1.43977,2011.13,1.00184,0.03
67,1.43831,3927.96,1.00184,0.03
68,1.43826,1904.2,1.00184,0.03
69,1.43682,1393.81,1.00184,0.03
70,1.43472,1374.24,1.00184,0.03
71,1.4303,800.23,1.00184,0.03
72,1.43053,3286.99,1.00369,0.03
73,1.42973,1751.92,1.00369,0.03
74,1.43004,3725.02,1.00369,0.03
75,1.4306,26919.2,1.00554,0.03
76,1.42967,11942.2,1.00554,0.03
77,1.42839,13214.9,1.00554,0.03
78,1.42614,1808.9,1.00554,0.03
79,1.42538,3641.51,1.00554,0.03
80,1.42413,1747.71,1.00554,0.03
81,1.42202,2866.87,1.00554,0.03
82,1.41892,26919.2,1.00554,0.03
83,1.41908,2345.71,1.00554,0.03
84,1.41771,2811.34,1.00554,0.03
85,1.41703,3888.82,1.00554,0.03
86,1.41525,1153.61,1.00554,0.03
87,1.41496,2887.54,1.00554,0.03
88,1.41532,2336.92,1.00739,0.03
89,1.41499,66074.3,1.00739,0.03
90,1.41332,2435.89,1.00739,0.03
91,1.41288,5608.66,1.00739,0.03
92,1.41314,3682.97,1.00739,0.03
93,1.41117,1130.69,1.00739,0.03
94,1.40958,1841.48,1.00739,0.03
95,1.40718,1255.09,1.00739,0.03
96,1.40706,8079.9,1.00739,0.03
97,1.40529,1377.08,1.00739,0.03
98,1.40541,2225.83,1.00924,0.03
99,1.40712,2882.51,1.00924,0.03
100,1.40446,1218.99,1.00924,0.03
101,1.40361,4985.98,1.00924,0.03
102,1.40099,1423.27,1.00924,0.03
103,1.39875,1278.5,1.00924,0.03
104,1.39849,4932.94,1.00924,0.03
105,1.3985,4688.03,1.0111,0.03
106,1.39787,12113.6,1.0111,0.03
107,1.3962,1421.63,1.0111,0.03
108,1.39501,3066.48,1.0111,0.03
109,1.39412,4267.1,1.0111,0.03
110,1.39218,31614.5,1.0111,0.03
111,1.3911,4132.78,1.0111,0.03
112,1.38978,6922.17,1.0111,0.03
113,1.38851,1669.06,1.0111,0.03
114,1.38682,1310.1,1.0111,0.03
115,1.38623,4441.39,1.0111,0.03
116,1.38643,5661.71,1.0111,0.03
117,1.38514,990.954,1.0111,0.03
118,1.38265,891.502,1.0111,0.03
119,1.38003,793.98,1.0111,0.03
120,1.37956,2603.91,1.0111,0.03
121,1.37764,1611.85,1.0111,0.03
122,1.37749,6951.08,1.0111,0.03
123,1.37709,1451.24,1.0111,0.03
124,1.37673,1888.91,1.0111,0.03
125,1.37636,1698.66,1.0111,0.03
126,1.376,2298.78,1.0111,0.03
127,1.37692,7901.24,1.01297,0.03
128,1.37632,2278.07,1.01297,0.03
129,1.37697,3697.68,1.01297,0.03
130,1.37433,8259.43,1.01297,0.03
131,1.37472,3850.94,1.01483,0.03
132,1.37237,2513.08,1.01483,0.03
133,1.37078,3326.56,1.01483,0.03
134,1.36987,5048.89,1.01483,0.03
135,1.36817,1051.35,1.01483,0.03
136,1.36927,5025.04,1.01483,0.03
137,1.36718,1172.34,1.01483,0.03
138,1.36721,1298.46,1.0167,0.03
139,1.3678,3734.77,1.0167,0.03
140,1.36754,1790.87,1.0167,0.03
141,1.36681,2385.26,1.0167,0.03
142,1.36755,2046.48,1.01857,0.03
143,1.36875,2864.95,1.01857,0.03
144,1.36604,580.446,1.01857,0.03
145,1.36481,9185.96,1.01857,0.03
146,1.36376,1349.96,1.01857,0.03
147,1.36268,1479.75,1.01857,0.03
148,1.36239,29072.7,1.01857,0.03
149,1.36054,2052.71,1.01857,0.03
150,1.35646,622.048,1.01857,0.03
151,1.35522,721.457,1.01857,0.03
152,1.35077,559.554,1.01857,0.03
153,1.3497,2484.46,1.01857,0.03
154,1.35166,2218.75,1.02045,0.03
155,1.35099,2523.08,1.02045,0.03
156,1.35134,2235.78,1.02045,0.03
157,1.35054,3019.89,1.02045,0.03
158,1.34997,1343.12,1.02045,0.03
159,1.34947,1669.74,1.02045,0.03
160,1.34729,1202.18,1.02045,0.03
161,1.34436,814.594,1.02045,0.03
162,1.34405,8451.36,1.02045,0.03
163,1.34241,794.039,1.02045,0.03
164,1.34199,4086.73,1.02045,0.03
165,1.34138,853.985,1.02045,0.03
166,1.34161,1717.38,1.02233,0.03
167,1.33866,1097.74,1.02233,0.03
168,1.3385,2414.29,1.02233,0.03
169,1.33346,553.143,1.02233,0.03
170,1.3334,1233.17,1.02233,0.03
171,1.33365,3200.48,1.02233,0.03
172,1.3357,2093.38,1.02421,0.03
173,1.3347,45426.1,1.02421,0.03
174,1.33463,6325.39,1.02421,0.03
175,1.33384,1589.74,1.02421,0.03
176,1.33257,944.768,1.02421,0.03
177,1.33361,13538.9,1.02421,0.03
178,1.33273,16902.7,1.02421,0.03
179,1.33194,1215.03,1.02421,0.03
180,1.3308,1453.6,1.02421,0.03
181,1.32823,1144.62,1.02421,0.03
182,1.32458,1704.65,1.02421,0.03
183,1.328,4792.17,1.0261,0.03
184,1.32972,4869.3,1.0261,0.03
185,1.327,767.312,1.0261,0.03
186,1.32661,2358.63,1.0261,0.03
187,1.32528,5596,1.0261,0.03
188,1.32591,1447.93,1.02799,0.03
189,1.3239,1608.79,1.02799,0.03
190,1.3221,938.667,1.02799,0.03
191,1.32116,10100.9,1.02799,0.03
192,1.31832,1121.93,1.02799,0.03
193,1.31623,1455.73,1.02799,0.03
194,1.31605,1774.97,1.02799,0.03
195,1.31658,2325.12,1.02799,0.03
196,1.31594,2857.69,1.02799,0.03
197,1.31415,3043.8,1.02799,0.03
198,1.31372,1065.76,1.02799,0.03
199,1.31351,8756.84,1.02799,0.03
200,1.31202,4177.21,1.02799,0.03
201,1.31072,3252.84,1.02799,0.03
202,1.30983,90852.2,1.02799,0.03
203,1.31187,82586.4,1.02988,0.03
204,1.3083,571.407,1.02988,0.03
205,1.30628,633.087,1.02988,0.03
206,1.30601,2924.65,1.02988,0.03
207,1.30633,1276.44,1.02988,0.03
208,1.30545,1087.85,1.02988,0.03
209,1.30201,6320.15,1.02988,0.03
210,1.30318,1740.56,1.03178,0.03
211,1.30356,1726.42,1.03178,0.03
212,1.30146,2884.37,1.03178,0.03
213,1.30285,6920.14,1.03368,0.03
214,1.30198,1368.03,1.03368,0.03
215,1.30267,3582.43,1.03368,0.03
216,1.30223,1269.33,1.03368,0.03
217,1.30461,2573.23,1.03558,0.03
218,1.30649,5692.99,1.03558,0.03
219,1.30781,7471.95,1.03749,0.03
220,1.30676,1406.32,1.03749,0.03
221,1.30462,858.731,1.03749,0.03
222,1.30065,2344.78,1.03749,0.03
223,1.30154,15800.4,1.03749,0.03
224,1.30235,38585.1,1.0394,0.03
225,1.30279,1984.03,1.0394,0.03
226,1.30194,902.771,1.0394,0.03
227,1.30363,2331.12,1.04132,0.03
228,1.30267,1442.59,1.04132,0.03
229,1.30376,3483.28,1.04132,0.03
230,1.30195,1186.53,1.04132,0.03
231,1.30303,1528.27,1.04324,0.03
232,1.3026,8679.52,1.04324,0.03
233,1.30218,1394.85,1.04324,0.03
234,1.30162,870.7,1.04324,0.03
235,1.30045,661.809,1.04324,0.03
236,1.2998,1780.75,1.04324,0.03
237,1.30137,1357.15,1.04324,0.03
238,1.30147,1209.97,1.04516,0.03
239,1.30075,1903.84,1.04516,0.03
240,1.29937,689.084,1.04516,0.03
241,1.30044,1507.08,1.04516,0.03
242,1.30246,6367.57,1.04708,0.03
243,1.30396,1295.23,1.04708,0.03
244,1.30512,8575.58,1.04901,0.03
245,1.30515,1546.62,1.04901,0.03
246,1.30556,4306.93,1.05094,0.03
247,1.3027,696.088,1.05094,0.03
248,1.30436,5836.76,1.05094,0.03
249,1.30397,1813.5,1.05094,0.03
250,1.30459,13288.2,1.05288,0.03
251,1.30392,2025.7,1.05288,0.03
252,1.30462,29072.7,1.05288,0.03
253,1.30226,773.472,1.05288,0.03
254,1.30264,2265.06,1.05482,0.03
255,1.3028,2581.61,1.05482,0.03
256,1.3014,711.819,1.05482,0.03
257,1.30279,5526.34,1.05676,0.03
258,1.30307,1652.2,1.05676,0.03
259,1.30277,1928.29,1.05676,0.03
260,1.30258,2489.45,1.05676,0.03
261,1.30119,1218.55,1.05676,0.03
262,1.30026,2386.68,1.05676,0.03
263,1.29953,774.822,1.05676,0.03
264,1.29775,1151.81,1.05676,0.03
265,1.29637,1060.75,1.05676,0.03
266,1.29742,2554.93,1.05871,0.03
267,1.29619,1096.27,1.05871,0.03
268,1.29699,18170.6,1.05871,0.03
269,1.29542,4514.4,1.05871,0.03
270,1.29623,2126.29,1.06066,0.03
271,1.29323,860.744,1.06066,0.03
272,1.29016,2652.13,1.06066,0.03
273,1.29081,12936.6,1.06066,0.03
274,1.29009,1519.27,1.06066,0.03
275,1.28799,1011.31,1.06066,0.03
276,1.28617,1458.15,1.06066,0.03
277,1.28654,3033.89,1.06261,0.03
278,1.28818,42754,1.06261,0.03
279,1.28764,3905.33,1.06261,0.03
280,1.28618,844.494,1.06261,0.03
281,1.28776,2562.57,1.06457,0.03
282,1.28664,1497.03,1.06457,0.03
283,1.28485,673.572,1.06457,0.03
284,1.28618,8089.13,1.06457,0.03
285,1.28499,11021.5,1.06457,0.03
286,1.28216,900.562,1.06457,0.03
287,1.28146,789.302,1.06457,0.03
288,1.28222,1436.06,1.06653,0.03
289,1.28063,2065.49,1.06653,0.03
290,1.2792,2444,1.06653,0.03
291,1.27888,1365,1.06653,0.03
292,1.27873,1594.96,1.06653,0.03
293,1.27872,1847.19,1.06653,0.03
294,1.27643,1946.94,1.06653,0.03
295,1.27308,982.03,1.06653,0.03
296,1.27357,2214.35,1.06653,0.03
297,1.27107,2567.54,1.06653,0.03
298,1.2678,700.422,1.06653,0.03
299,1.26647,2074.76,1.06653,0.03
300,1.26619,15919.6,1.06653,0.03
301,1.26524,586.798,1.06653,0.03
302,1.26611,2828.7,1.0685,0.03
303,1.26276,761.305,1.0685,0.03
304,1.26255,1248.39,1.0685,0.03
305,1.26367,1966.44,1.0685,0.03
306,1.26305,7268.29,1.0685,0.03
307,1.26003,805.336,1.0685,0.03
308,1.25984,6676.31,1.0685,0.03
309,1.26229,145363,1.07046,0.03
310,1.26338,1722.87,1.07046,0.03
311,1.26331,4533.05,1.07046,0.03
312,1.26355,899.863,1.07244,0.03
313,1.2662,5195.01,1.07244,0.03
314,1.26641,1356.95,1.07441,0.03
315,1.2672,3477.06,1.07441,0.03
316,1.26722,26919.2,1.07639,0.03
317,1.26665,854.953,1.07639,0.03
318,1.26732,2854.95,1.07639,0.03
319,1.26687,1438.97,1.07639,0.03
320,1.26657,2480.25,1.07639,0.03
321,1.26762,2117.03,1.07837,0.03
322,1.26813,19643.7,1.07837,0.03
323,1.26589,6524.5,1.07837,0.03
324,1.26765,3075.53,1.08036,0.03
325,1.26612,989.616,1.08036,0.03
326,1.26721,10236.9,1.08036,0.03
327,1.26969,5400.9,1.08235,0.03
328,1.26945,1615.32,1.08235,0.03
329,1.26768,656.814,1.08235,0.03
330,1.2676,103831,1.08235,0.03
331,1.26803,3564.25,1.08235,0.03
332,1.26736,2361.49,1.08235,0.03
333,1.26378,804.527,1.08235,0.03
334,1.26344,1496.98,1.08235,0.03
335,1.26463,2059.63,1.08434,0.03
336,1.26525,2710.08,1.08434,0.03
337,1.2664,18504.7,1.08634,0.03
338,1.26582,3496.87,1.08634,0.03
339,1.26643,15464.2,1.08634,0.03
340,1.26683,846.577,1.08834,0.03
341,1.26531,1298.83,1.08834,0.03
342,1.26488,2447.93,1.08834,0.03
343,1.26468,3075.46,1.08834,0.03
344,1.26618,6199.89,1.08834,0.03
345,1.26411,2622.16,1.08834,0.03
346,1.26281,2811.15,1.08834,0.03
347,1.25989,851.71,1.08834,0.03
348,1.2601,1524.46,1.09035,0.03
349,1.26074,1200.91,1.09035,0.03
350,1.26067,2598.9,1.09035,0.03
351,1.25985,1092.5,1.09035,0.03
352,1.25925,1004,1.09035,0.03
353,1.257,903.86,1.09035,0.03
354,1.25375,502.477,1.09035,0.03
355,1.25468,2629.84,1.09235,0.03
356,1.25485,2010.09,1.09235,0.03
357,1.25496,1059.62,1.09437,0.03
358,1.25817,4189.78,1.09437,0.03
359,1.25926,1231.3,1.09638,0.03
360,1.25886,1597.82,1.09638,0.03
361,1.26026,2773.97,1.09638,0.03
362,1.25681,1928.36,1.09638,0.03
363,1.25657,1626,1.09638,0.03
364,1.25868,1880.9,1.0984,0.03
365,1.25661,580.821,1.0984,0.03
366,1.25635,9827.43,1.0984,0.03
367,1.256,2604.33,1.0984,0.03
368,1.25686,2077.22,1.0984,0.03
369,1.25656,1184.16,1.0984,0.03
370,1.25742,799.384,1.10043,0.03
371,1.25761,1287.57,1.10043,0.03
372,1.25653,6227.18,1.10043,0.03
373,1.25652,5206.77,1.10043,0.03
374,1.25543,1852.87,1.10043,0.03
375,1.2516,605.506,1.10043,0.03
376,1.24954,443.704,1.10043,0.03
377,1.24941,2242.89,1.10043,0.03
378,1.24925,636.296,1.10043,0.03
379,1.25009,1754.41,1.10245,0.03
380,1.25003,3244.58,1.10245,0.03
381,1.25128,2258.85,1.10245,0.03
382,1.24855,725.285,1.10245,0.03
383,1.24732,1422.42,1.10245,0.03
384,1.24904,8053.17,1.10448,0.03
385,1.24982,1865.81,1.10448,0.03
386,1.24795,1700.81,1.10448,0.03
387,1.24931,1047.04,1.10652,0.03
388,1.24945,1745.73,1.10652,0.03
389,1.25238,3963.15,1.10856,0.03
390,1.2513,1207.23,1.10856,0.03
391,1.25086,1148.16,1.10856,0.03
392,1.25179,1889.42,1.10856,0.03
393,1.25281,1677.96,1.1106,0.03
394,1.25214,992.798,1.1106,0.03
395,1.24896,883.767,1.1106,0.03
396,1.24933,1965.2,1.1106,0.03
397,1.2494,3768.43,1.11264,0.03
398,1.25077,10061.2,1.11264,0.03
399,1.24699,1768.15,1.11264,0.03
400,1.24724,3235.03,1.11469,0.03
401,1.24583,8087.24,1.11469,0.03
402,1.24381,2456.18,1.11469,0.03
403,1.24376,2022.54,1.11469,0.03
404,1.24686,66115.2,1.11469,0.03
405,1.24442,643.933,1.11469,0.03
406,1.24258,5154.73,1.11469,0.03
407,1.24392,1524.65,1.11675,0.03
408,1.24372,1843,1.11675,0.03
409,1.24368,1156.14,1.11675,0.03
410,1.24499,2741.57,1.11675,0.03
411,1.24571,18636.3,1.1188,0.03
412,1.24981,145363,1.1188,0.03
413,1.24884,760.477,1.1188,0.03
414,1.2486,890.925,1.1188,0.03
415,1.24906,1747.51,1.12086,0.03
416,1.24628,717.519,1.12086,0.03
417,1.24409,1401.8,1.12086,0.03
418,1.24365,962.178,1.12086,0.03
419,1.24413,4078.29,1.12086,0.03
420,1.24552,11916,1.12293,0.03
421,1.24395,997.35,1.12293,0.03
422,1.24371,980.469,1.12293,0.03
423,1.24216,1120.52,1.12293,0.03
424,1.24323,1982,1.12293,0.03
425,1.24259,1247.69,1.12293,0.03
426,1.23908,8652.59,1.12293,0.03
427,1.23988,2468.03,1.125,0.03
428,1.24033,1192.01,1.125,0.03
429,1.24041,890.723,1.12707,0.03
430,1.24084,21377,1.12707,0.03
431,1.24055,1134.13,1.12707,0.03
432,1.23433,103831,1.12707,0.03
433,1.23258,1163.13,1.12707,0.03
434,1.23227,1776.14,1.12707,0.03
435,1.22961,1215.74,1.12707,0.03
436,1.22936,1362.79,1.12707,0.03
437,1.22853,1470.11,1.12707,0.03
438,1.22848,804.301,1.12707,0.03
439,1.22801,2926.63,1.12707,0.03
440,1.23086,1824.05,1.12915,0.03
441,1.23004,1567.18,1.12915,0.03
442,1.22669,601.851,1.12915,0.03
443,1.22297,466.145,1.12915,0.03
444,1.22082,1064.3,1.12915,0.03
445,1.21972,828.918,1.12915,0.03
446,1.21832,1156.27,1.12915,0.03
447,1.21374,648.625,1.12915,0.03
448,1.2148,1156.85,1.12915,0.03
449,1.21579,2039.55,1.13123,0.03
450,1.21535,1293.06,1.13123,0.03
451,1.21665,2322.58,1.13123,0.03
452,1.21624,1258.6,1.13123,0.03
453,1.21443,691.649,1.13123,0.03
454,1.2148,1655.42,1.13331,0.03
455,1.21695,6612.37,1.13331,0.03
456,1.21565,1391.06,1.13331,0.03
457,1.21461,640.824,1.13331,0.03
458,1.21538,4417.17,1.1354,0.03
459,1.2116,846.558,1.1354,0.03
460,1.21223,4318.76,1.1354,0.03
461,1.21407,2196.37,1.13749,0.03
462,1.21066,768.59,1.13749,0.03
463,1.20899,1877.34,1.13749,0.03
464,1.20777,2288.89,1.13749,0.03
465,1.20825,1651.42,1.13749,0.03
466,1.2061,714.021,1.13749,0.03
467,1.20764,1902.78,1.13958,0.03
468,1.20953,27496.8,1.13958,0.03
469,1.20942,927.889,1.13958,0.03
470,1.20479,522.281,1.13958,0.03
471,1.20372,9691.97,1.13958,0.03
472,1.20265,817.306,1.13958,0.03
473,1.20322,2546.27,1.14168,0.03
474,1.20342,2609.93,1.14168,0.03
475,1.20425,7815.84,1.14379,0.03
476,1.20732,3528.07,1.14379,0.03
477,1.20651,5890.89,1.14379,0.03
478,1.20512,897.306,1.14379,0.03
479,1.20618,2342.51,1.14589,0.03
480,1.20869,1809.98,1.14589,0.03
481,1.21054,1127.44,1.148,0.03
482,1.20953,2134.33,1.148,0.03
483,1.20643,829.259,1.148,0.03
484,1.20887,1558.2,1.148,0.03
485,1.20668,408.26,1.148,0.03
486,1.20393,636.123,1.148,0.03
487,1.20357,1899.63,1.148,0.03
488,1.20605,2117.4,1.15012,0.03
489,1.20193,648.323,1.15012,0.03
490,1.19988,863.343,1.15012,0.03
491,1.19874,571.524,1.15012,0.03
492,1.20092,1920.44,1.15012,0.03
493,1.20274,1506.86,1.15224,0.03
494,1.20283,1518.76,1.15224,0.03
495,1.20173,912.095,1.15224,0.03
496,1.20303,877.764,1.15436,0.03
497,1.20376,1245.41,1.15436,0.03
498,1.2054,1084.89,1.15649,0.03
499,1.20159,427.776,1.15649,0.03
500,1.20247,2070.37,1.15649,0.03
501,1.20056,8268.51,1.15649,0.03
502,1.19889,614.926,1.15649,0.03
503,1.19798,1939.98,1.15649,0.03
504,1.19863,1751.26,1.15862,0.03
505,1.19758,3846.25,1.15862,0.03
506,1.1976,1323.95,1.15862,0.03
507,1.1954,689.958,1.15862,0.03
508,1.1894,333.844,1.15862,0.03
509,1.19121,1463.19,1.16075,0.03
510,1.19196,25961.3,1.16075,0.03
511,1.19137,908.813,1.16075,0.03
512,1.19168,1729.93,1.16289,0.03
513,1.19265,2239.1,1.16289,0.03
514,1.18822,749.274,1.16289,0.03
515,1.19057,3241.46,1.16503,0.03
516,1.18933,3594.27,1.16503,0.03
517,1.18875,1106.73,1.16503,0.03
518,1.19042,2915.79,1.16503,0.03
519,1.19534,2048.8,1.16718,0.03
520,1.19281,576.805,1.16718,0.03
521,1.1908,736.477,1.16718,0.03
522,1.18996,1931.19,1.16718,0.03
523,1.19093,2440.64,1.16718,0.03
524,1.18789,992.024,1.16718,0.03
525,1.18826,1847.4,1.16933,0.03
526,1.18826,9200.23,1.16933,0.03
527,1.18752,3028.59,1.16933,0.03
528,1.1857,21377,1.16933,0.03
529,1.18415,2644.35,1.16933,0.03
530,1.18393,3944.12,1.16933,0.03
531,1.18227,1692.69,1.16933,0.03
532,1.18303,1692.31,1.16933,0.03
533,1.1831,1983.84,1.17148,0.03
534,1.18335,575.078,1.17148,0.03
535,1.18297,956.299,1.17148,0.03
536,1.1801,665.149,1.17148,0.03
537,1.18002,3279.98,1.17148,0.03
538,1.18385,3602.53,1.17364,0.03
539,1.18531,1807.05,1.17364,0.03
540,1.18351,698.637,1.17364,0.03
541,1.18329,877.4,1.17364,0.03
542,1.18291,653.319,1.17364,0.03
543,1.18378,952.833,1.1758,0.03
544,1.18389,1484.66,1.1758,0.03
545,1.1821,999.022,1.1758,0.03
546,1.18386,7231.9,1.17797,0.03
547,1.18257,1676.75,1.17797,0.03
548,1.18096,1073.08,1.17797,0.03
549,1.18003,1349.47,1.17797,0.03
550,1.17592,458.721,1.17797,0.03
551,1.17713,2118.08,1.17797,0.03
552,1.17512,525.562,1.17797,0.03
553,1.17381,1862.37,1.17797,0.03
554,1.17347,1563.16,1.17797,0.03
555,1.17234,670.279,1.17797,0.03
556,1.17361,1069.31,1.18014,0.03
557,1.17676,856.261,1.18014,0.03
558,1.17531,676.424,1.18014,0.03
559,1.17385,1835.94,1.18014,0.03
560,1.17409,1926.38,1.18231,0.03
561,1.17434,2501.85,1.18231,0.03
562,1.17539,1990.34,1.18449,0.03
563,1.17686,6209.43,1.18449,0.03
564,1.17511,846.011,1.18449,0.03
565,1.17745,121136,1.18667,0.03
566,1.17503,537.73,1.18667,0.03
567,1.1762,3374.99,1.18667,0.03
568,1.17807,1404.65,1.18886,0.03
569,1.17957,5597.63,1.18886,0.03
570,1.18146,1926.32,1.19105,0.03
571,1.17956,928.297,1.19105,0.03
572,1.1815,1668.42,1.19105,0.03
573,1.18282,923.484,1.19324,0.03
574,1.18296,1387.31,1.19324,0.03
575,1.18593,22749.1,1.19544,0.03
576,1.18646,792.6,1.19544,0.03
577,1.18312,598.822,1.19544,0.03
578,1.18328,1821.57,1.19764,0.03
579,1.18355,852.219,1.19764,0.03
580,1.18204,1187.8,1.19764,0.03
581,1.17996,865.758,1.19764,0.03
582,1.17608,768.507,1.19764,0.03
583,1.17757,16902.7,1.19985,0.03
584,1.17472,566.044,1.19985,0.03
585,1.17744,1569.06,1.19985,0.03
586,1.17631,17305.2,1.19985,0.03
587,1.17355,499.134,1.19985,0.03
588,1.17389,955.024,1.20206,0.03
589,1.17835,7838.22,1.20206,0.03
590,1.17932,5888.56,1.20427,0.03
591,1.18082,1140.43,1.20427,0.03
592,1.18086,1554.19,1.20649,0.03
593,1.18375,993.52,1.20649,0.03
594,1.1831,566.297,1.20649,0.03
595,1.18266,4118.04,1.20649,0.03
596,1.18287,1064.39,1.20871,0.03
597,1.18168,1509.7,1.20871,0.03
598,1.18398,1101.66,1.20871,0.03
599,1.18263,779.56,1.20871,0.03
600,1.18154,1246.68,1.20871,0.03
601,1.18092,957.975,1.20871,0.03
602,1.17991,3063.3,1.20871,0.03
603,1.1814,1407.45,1.21094,0.03
604,1.18119,1296.87,1.21094,0.03
605,1.18062,1293.1,1.21094,0.03
606,1.18088,1218.05,1.21094,0.03
607,1.18323,1002.65,1.21317,0.03
608,1.18586,1935.85,1.21317,0.03
609,1.18384,2082.63,1.21317,0.03
610,1.18398,9690.9,1.2154,0.03
611,1.18371,4618.19,1.2154,0.03
612,1.18373,2754.81,1.2154,0.03
613,1.18469,1466.57,1.21764,0.03
614,1.18547,1937.62,1.21764,0.03
615,1.18552,4585.58,1.21988,0.03
616,1.18673,3798.74,1.21988,0.03
617,1.18673,1158.21,1.22213,0.03
618,1.18806,29072.7,1.22213,0.03
619,1.18646,681.419,1.22213,0.03
620,1.18407,1013.23,1.22213,0.03
621,1.18257,594.542,1.22213,0.03
622,1.18261,1754.78,1.22438,0.03
623,1.18363,2929.33,1.22438,0.03
624,1.18436,1507.92,1.22664,0.03
625,1.18471,1041.98,1.22664,0.03
626,1.18404,1958.47,1.22664,0.03
627,1.18199,1054.21,1.22664,0.03
628,1.18121,1594.69,1.22664,0.03
629,1.18075,1474.35,1.22664,0.03
630,1.18244,2771.5,1.2289,0.03
631,1.18351,788.938,1.2289,0.03
632,1.18542,1358.35,1.23116,0.03
633,1.1854,1217.1,1.23116,0.03
634,1.18438,964.951,1.23116,0.03
635,1.18322,1552.71,1.23116,0.03
636,1.17952,925.66,1.23116,0.03
637,1.17899,7785.8,1.23116,0.03
638,1.17815,870.679,1.23116,0.03
639,1.17771,2503.68,1.23116,0.03
640,1.17798,2475.61,1.23116,0.03
641,1.17858,20189.4,1.23343,0.03
642,1.17957,4465.51,1.23343,0.03
643,1.17979,1818.91,1.2357,0.03
644,1.18135,3242.68,1.2357,0.03
645,1.18333,42754,1.23798,0.03
646,1.18322,1049.11,1.23798,0.03
647,1.18409,3396.82,1.23798,0.03
648,1.18084,13977.3,1.23798,0.03
649,1.1848,1487.57,1.24026,0.03
650,1.1849,3169.68,1.24026,0.03
651,1.18663,8135.09,1.24254,0.03
652,1.1851,3971.8,1.24254,0.03
653,1.18617,986.299,1.24254,0.03
654,1.18671,5091.12,1.24483,0.03
655,1.18593,1511.56,1.24483,0.03
656,1.18301,651.638,1.24483,0.03
657,1.18246,1118.13,1.24483,0.03
658,1.18419,2278.26,1.24483,0.03
659,1.18563,1599.95,1.24712,0.03
660,1.18324,568.393,1.24712,0.03
661,1.18441,1760.09,1.24712,0.03
662,1.18457,8162.83,1.24942,0.03
663,1.1844,5502.97,1.24942,0.03
664,1.18133,636.976,1.24942,0.03
665,1.18233,5300.45,1.24942,0.03
666,1.18046,1718.8,1.24942,0.03
667,1.18166,798.872,1.25172,0.03
668,1.18332,1136.14,1.25172,0.03
669,1.18123,1373.77,1.25172,0.03
670,1.1827,2327.16,1.25403,0.03
671,1.17946,577.181,1.25403,0.03
672,1.17854,918.625,1.25403,0.03
673,1.17865,1586.81,1.25403,0.03
674,1.18067,684.189,1.25634,0.03
