step,energy,beta,lambda,delta
0,2.48164,351.403,1,0.2
1,2.46428,501.398,1,0.2
2,2.43158,326.956,1,0.2
3,2.40288,87.048,1,0.2
4,2.41352,263.379,1,0.2
5,2.38086,615.425,1,0.2
6,2.3618,108.483,1,0.2
7,2.3671,258.804,1,0.2
8,2.35705,82.5218,1,0.2
9,2.35423,124.889,1,0.2
10,2.32534,1803.52,1,0.2
11,2.32,66.078,1,0.2
12,2.33907,129.247,1,0.2
13,2.34822,145.179,1.01151,0.2
14,2.35523,435.068,1.01151,0.2
15,2.34211,119.99,1.01151,0.2
16,2.31723,85.0096,1.01151,0.2
17,2.31488,178.273,1.01151,0.2
18,2.30603,1366.2,1.01151,0.2
19,2.32095,286.204,1.01151,0.2
20,2.26562,33.7605,1.01151,0.2
21,2.29921,103.326,1.01151,0.2
22,2.30799,634.856,1.02316,0.2
23,2.32081,151.882,1.02316,0.2
24,2.30476,238.892,1.02316,0.2
25,2.29184,77.9046,1.02316,0.2
26,2.30217,244.58,1.02316,0.2
27,2.28836,746.222,1.02316,0.2
28,2.26678,67.611,1.02316,0.2
29,2.25313,89.429,1.02316,0.2
30,2.28004,243.572,1.02316,0.2
31,2.31147,361.161,1.03494,0.2
32,2.31934,179.724,1.03494,0.2
33,2.28786,110.067,1.03494,0.2
34,2.29555,113.597,1.03494,0.2
35,2.29592,84.7838,1.03494,0.2
36,2.30664,1450.73,1.04685,0.2
37,2.27642,58.4303,1.04685,0.2
38,2.29157,346.355,1.04685,0.2
39,2.27474,172.18,1.04685,0.2
40,2.29287,174.48,1.04685,0.2
41,2.28037,130.937,1.04685,0.2
42,2.30884,94.5038,1.04685,0.2
43,2.28456,92.1997,1.04685,0.2
44,2.27628,230.895,1.04685,0.2
45,2.28696,185.906,1.05891,0.2
46,2.31035,333.033,1.05891,0.2
47,2.27721,1644.38,1.05891,0.2
48,2.29796,171.727,1.05891,0.2
49,2.27107,56.774,1.05891,0.2
50,2.2672,46.7487,1.05891,0.2
51,2.25477,68.4631,1.05891,0.2
52,2.2417,148.047,1.05891,0.2
53,2.27675,183.845,1.05891,0.2
54,2.26392,47.6361,1.05891,0.2
55,2.27928,133.78,1.0711,0.2
56,2.28895,90.5312,1.0711,0.2
57,2.31386,339.237,1.0711,0.2
58,2.29019,71.6608,1.0711,0.2
59,2.29283,250.623,1.0711,0.2
60,2.26502,88.6683,1.0711,0.2
61,2.28526,56.2856,1.08343,0.2
62,2.30052,336.615,1.08343,0.2
63,2.29905,403.795,1.08343,0.2
64,2.30825,116.14,1.08343,0.2
65,2.33642,426.948,1.08343,0.2
66,2.30033,184.269,1.08343,0.2
67,2.28159,95.5599,1.08343,0.2
68,2.26559,188.036,1.08343,0.2
69,2.2402,217.999,1.08343,0.2
70,2.24235,147.887,1.0959,0.2
71,2.24975,260.016,1.0959,0.2
72,2.22106,46.0904,1.0959,0.2
73,2.24569,658.127,1.0959,0.2
74,2.25717,70.7846,1.0959,0.2
75,2.28019,171.393,1.10852,0.2
76,2.27907,144.176,1.10852,0.2
77,2.2883,123.855,1.10852,0.2
78,2.27342,96.5608,1.10852,0.2
79,2.2939,182.349,1.10852,0.2
80,2.30737,174.457,1.10852,0.2
81,2.31057,668.031,1.12128,0.2
82,2.28933,60.2579,1.12128,0.2
83,2.26993,96.7504,1.12128,0.2
84,2.28683,238.502,1.12128,0.2
85,2.27796,210.653,1.12128,0.2
86,2.25654,62.1002,1.12128,0.2
87,2.26713,490.273,1.12128,0.2
88,2.28108,226.232,1.12128,0.2
89,2.30164,72.8666,1.13419,0.2
90,2.30858,90.2016,1.13419,0.2
91,2.29881,84.8385,1.13419,0.2
92,2.30809,84.3392,1.13419,0.2
93,2.31739,422.442,1.13419,0.2
94,2.32048,205.529,1.14725,0.2
95,2.30651,494.288,1.14725,0.2
96,2.27662,51.0168,1.14725,0.2
97,2.28367,126.665,1.14725,0.2
98,2.22885,28.5906,1.14725,0.2
