step,energy,beta,lambda,delta
0,3.13188,171.096,1,0.3
1,3.14685,73.1245,1,0.3
2,3.04454,27.5435,1,0.3
3,3.04381,40.2839,1,0.3
4,2.98201,37.9814,1,0.3
5,2.95186,37.0227,1,0.3
6,2.9749,66.1927,1,0.3
7,3.00266,45.6377,1,0.3
8,2.87634,15.0463,1,0.3
9,2.93412,29.7748,1,0.3
10,2.89669,95.6078,1,0.3
11,2.98904,30.9292,1.06908,0.3
12,3.02814,45.5334,1.06908,0.3
13,2.94887,62.9613,1.06908,0.3
14,2.859,19.9893,1.06908,0.3
15,2.77168,14.8701,1.06908,0.3
16,2.82237,88.485,1.06908,0.3
17,2.66179,21.5738,1.06908,0.3
18,2.57894,28.3244,1.06908,0.3
19,2.77205,69.7355,1.06908,0.3
20,2.74389,27.6382,1.06908,0.3
21,2.54398,14.3149,1.06908,0.3
22,2.59411,70.4953,1.06908,0.3
23,2.73319,45.4923,1.14293,0.3
24,2.72616,77.7688,1.14293,0.3
25,2.73187,84.7039,1.14293,0.3
26,2.60163,52.8002,1.14293,0.3
27,2.6797,168.08,1.14293,0.3
28,2.69233,36.3887,1.14293,0.3
29,2.66525,16.0442,1.14293,0.3
30,2.74335,65.9047,1.14293,0.3
31,2.82075,143.635,1.22188,0.3
32,2.75414,20.7636,1.22188,0.3
33,2.78082,37.3005,1.22188,0.3
34,2.80937,36.0467,1.22188,0.3
35,2.76844,27.5323,1.22188,0.3
36,2.7513,119.084,1.22188,0.3
37,2.73963,24.7632,1.22188,0.3
38,2.66196,20.0829,1.22188,0.3
39,2.83005,82.5026,1.22188,0.3
40,2.84495,48.9026,1.22188,0.3
41,2.68969,66.9795,1.22188,0.3
42,2.68289,34.4824,1.22188,0.3
43,2.78299,165.008,1.30628,0.3
44,2.88172,42.8449,1.30628,0.3
45,2.80484,29.7695,1.30628,0.3
46,2.81085,2978.76,1.30628,0.3
47,2.73125,33.7791,1.30628,0.3
48,2.79272,114.32,1.30628,0.3
49,2.76421,38.303,1.30628,0.3
50,2.8458,40.3258,1.30628,0.3
51,2.81405,43.4985,1.30628,0.3
52,2.77548,154.531,1.30628,0.3
53,2.81857,634.365,1.39652,0.3
54,2.69429,73.7702,1.39652,0.3
55,2.52932,24.9536,1.39652,0.3
56,2.62222,55.1186,1.39652,0.3
57,2.609,38.3879,1.39652,0.3
58,2.71893,376.788,1.39652,0.3
59,2.74392,5305.24,1.39652,0.3
60,2.64142,32.94,1.39652,0.3
61,2.57379,161.38,1.39652,0.3
62,2.5462,209.277,1.39652,0.3
63,2.48393,55.4349,1.39652,0.3
64,2.60276,198.827,1.39652,0.3
65,2.58478,38.0808,1.39652,0.3
66,2.5763,20.772,1.39652,0.3
67,2.4238,31.023,1.39652,0.3
68,2.48294,229.481,1.49298,0.3
69,2.43612,76.3455,1.49298,0.3
70,2.29737,12.8566,1.49298,0.3
71,2.29625,22.473,1.49298,0.3
72,2.30589,175.152,1.49298,0.3
73,2.43069,46.1153,1.49298,0.3
74,2.41345,32.1971,1.49298,0.3
75,2.29297,103831,1.49298,0.3
76,2.37293,40.7834,1.49298,0.3
